SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,site_id_sort_key
C000090_452+0.652_454+0.990_I-90,C000090A,56-4A-005,452+0.652,454+0.990,I-90,50,2.344,26640.0,62444.16,,YELLOWSTONE,,I-90,Interstate,10.0,2664.0,6244.415999999999,"['', 56, '-', 4, 'A-', 5, '']"
C000090_454+0.990_456+0.308_I-90,C000090A,56-4A-006,454+0.990,456+0.308,I-90,33,1.313,20161.0,26471.393,,YELLOWSTONE,,I-90,Interstate,6.6,3054.69696969697,4010.8171212121215,"['', 56, '-', 4, 'A-', 6, '']"
C000090_456+0.308_456+0.787_I-90,C000090A,W-123,456+0.308,456+0.787,I-90,15,0.479,8317.5,3984.0825,,YELLOWSTONE,,I-90,Interstate,3.0,2772.5,1328.0275,"['W-', 123, '']"
C000090_456+0.787_462+0.045_I-90,C000090A,W-123,456+0.787,462+0.045,I-90,103,5.143,8317.5,42776.9025,,YELLOWSTONE,,I-90,Interstate,20.6,403.76213592233006,2076.548665048543,"['W-', 123, '']"
C000090_462+0.045_469+0.540_I-90,C000090A,02-1-004,462+0.045,469+0.540,I-90,99,7.483,7892.0,59055.836,,YELLOWSTONE,,I-90,Interstate,19.8,398.58585858585855,2982.6179797979794,"['', 2, '-', 1, '-', 4, '']"
C000090_469+0.540_473+0.231_I-90,C000090A,02-1-004,469+0.540,473+0.231,I-90,50,3.711,7841.75,29100.73425,,YELLOWSTONE,,I-90,Interstate,10.0,784.175,2910.0734249999996,"['', 2, '-', 1, '-', 4, '']"
C000090_473+0.231_478+0.455_I-90,C000090A,02-1-004,473+0.231,478+0.455,I-90,28,5.221,7841.75,40941.77675,,BIG HORN,,I-90,Interstate,5.6,1400.3125,7311.0315625,"['', 2, '-', 1, '-', 4, '']"
C000090_478+0.455_484+0.229_I-90,C000090A,02-1-005,478+0.455,484+0.229,I-90,40,5.772,7472.0,43128.384,,BIG HORN,,I-90,Interstate,8.0,934.0,5391.048,"['', 2, '-', 1, '-', 5, '']"
C000090_484+0.229_495+0.717_I-90,C000090A,02-1-005,484+0.229,495+0.717,I-90,51,11.47,7349.5,84298.765,,BIG HORN,,I-90,Interstate,10.2,720.5392156862746,8264.584803921569,"['', 2, '-', 1, '-', 5, '']"
C000090_495+0.717_497+0.350_I-90,C000090A,02-1-006,495+0.717,497+0.350,I-90,6,1.648,7706.0,12699.488,,BIG HORN,,I-90,Interstate,1.2,6421.666666666667,10582.906666666666,"['', 2, '-', 1, '-', 6, '']"
C000090_497+0.350_503+0.089_I-90,C000090A,02-1-007,497+0.350,503+0.089,I-90,19,5.67,8516.0,48285.72,,BIG HORN,,I-90,Interstate,3.8,2241.0526315789475,12706.768421052631,"['', 2, '-', 1, '-', 7, '']"
C000090_503+0.089_508+0.963_I-90,C000090A,02-4-007,503+0.089,508+0.963,I-90,13,5.904,8946.0,52817.184,,BIG HORN,,I-90,Interstate,2.6,3440.7692307692305,20314.30153846154,"['', 2, '-', 4, '-', 7, '']"
C000090_508+0.963_510+0.514_I-90,C000090A,02-4-001,508+0.963,510+0.514,I-90,15,1.582,7777.0,12303.214,,BIG HORN,,I-90,Interstate,3.0,2592.3333333333335,4101.071333333333,"['', 2, '-', 4, '-', 1, '']"
C000090_510+0.514_514+0.459_I-90,C000090A,02-5-004,510+0.514,514+0.459,I-90,10,3.951,5386.0,21280.086,,BIG HORN,,I-90,Interstate,2.0,2693.0,10640.043,"['', 2, '-', 5, '-', 4, '']"
C000090_514+0.459_530+0.302_I-90,C000090A,02-5-005,514+0.459,530+0.302,I-90,40,15.874,4163.0,66083.462,,BIG HORN,,I-90,Interstate,8.0,520.375,8260.43275,"['', 2, '-', 5, '-', 5, '']"
C000090_530+0.302_543+0.732_I-90,C000090A,A-057,530+0.302,543+0.732,I-90,51,13.453,4025.0,54148.325,,BIG HORN,,I-90,Interstate,10.2,394.6078431372549,5308.65931372549,"['A-', 57, '']"
C000090_543+0.732_549+0.507_I-90,C000090A,02-7-020,543+0.732,549+0.507,I-90,25,5.798,4385.0,25424.23,,BIG HORN,,I-90,Interstate,5.0,877.0,5084.846,"['', 2, '-', 7, '-', 20, '']"
C000090_549+0.507_554+0.437_I-90,C000090A,02-7-020,549+0.507,554+0.437,I-90,23,4.949,3590.0,17766.91,,BIG HORN,,I-90,Interstate,4.6,780.4347826086957,3862.371739130435,"['', 2, '-', 7, '-', 20, '']"
