SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,PER_100M_VMT
C012127_000+0.000_002+0.549_L-12-127,C012127A,086354H,000+0.000,002+0.549,L-12-127,1,2.549,108.75,277.20375,,DEER LODGE,,,,0.2,543.75,1386.01875,197.53345956770798
C000031_012+0.963_016+0.981_P-31,C000031A,53-4-007,012+0.963,016+0.981,P-31,10,4.004,693.0,2774.7719999999995,,VALLEY,,MT-24,Primary,2.0,346.5,1387.3859999999997,197.3387930346783
C000008_045+0.173_045+0.300_N-8,C000008A,25-7C-021,045+0.173,045+0.300,N-8,6,0.127,13123.25,1666.65275,,LEWIS AND CLARK,,US-12,NI-NHS,1.2,10936.041666666668,1388.8772916666667,197.1269026831487
C025606_005+0.772_008+0.404_L-25-606,C025606A,25-6-013,005+0.772,008+0.404,L-25-606,1,2.633,105.5,277.7815,,LEWIS AND CLARK,,,,0.2,527.5,1388.9074999999998,197.1226152304672
C000066_006+0.185_010+0.587_P-66,C000066A,03-6-003,006+0.185,010+0.587,P-66,6,4.423,377.0,1667.471,,PHILLIPS,,MT-66,Primary,1.2,314.1666666666667,1389.5591666666667,197.030169913511
C223541_000+0.000_004+0.212_L-45-706,C223541A,091161U,000+0.000,004+0.212,L-45-706,1,4.212,66.0,277.99199999999996,,SANDERS,,,,0.2,330.0,1389.9599999999998,196.97335082535483
C007155_000+0.000_000+0.582_L-7-1095,C007155A,098927X,000+0.000,000+0.582,L-7-1095,2,0.582,955.5,556.101,,CASCADE,,,,0.4,2388.75,1390.2524999999998,196.9319089253284
C005242_000+0.980_001+0.055_U-5242,C005242A,07-2A-159,000+0.980,001+0.055,U-5242,3,0.076,10979.0,834.404,,CASCADE,9TH ST S,,Urban,0.6,18298.333333333336,1390.6733333333334,196.8723151230412
C000213_000+0.774_004+0.611_S-213,C000213A,18-5-022,000+0.774,004+0.611,S-213,18,4.042,1240.25,5013.090499999999,,GLACIER,SANTA RITA N,S-213,Secondary,3.6,344.51388888888886,1392.5251388888887,196.61051069545954
C000083_027+0.748_042+0.164_P-83,C000083A,32-2-002,027+0.748,042+0.164,P-83,63,14.421,1216.75,17546.75175,,MISSOULA,,MT-83,Primary,12.6,96.56746031746032,1392.5993452380953,196.60003406536183
C000055_012+0.486_012+0.681_N-55,C000055A,22-3-014,012+0.486,012+0.681,N-55,3,0.195,4286.0,835.77,,JEFFERSON,,MT-55,NI-NHS,0.6,7143.333333333334,1392.95,196.5505428861123
C008004_000+0.602_001+0.126_L-9-721,C008004A,09-2A-042,000+0.602,001+0.126,L-9-721,2,0.525,1061.75,557.41875,,CUSTER,MONTANA AVE,,Urban,0.4,2654.375,1393.546875,196.46635762662103
C005205_002+0.546_002+0.750_U-5205,C005205A,07-2A-056,002+0.546,002+0.750,U-5205,5,0.204,6831.75,1393.677,,CASCADE,RIVER DR,,Urban,1.0,6831.75,1393.677,196.44801393236034
C000269_001+0.509_004+0.654_S-269,C000269A,41-2A-025,001+0.509,004+0.654,S-269,58,3.281,4935.75,16194.19575,,RAVALLI,MARCUS ST,S-269,Urban,11.6,425.49568965517244,1396.0513577586207,196.11390167821315
C000360_015+0.794_018+0.222_S-360,C000360A,30-1-001,015+0.794,018+0.222,S-360,1,2.428,115.0,279.21999999999997,,MEAGHER,MAIN ST,S-360,Secondary,0.2,575.0,1396.0999999999997,196.10706877244476
C000254_050+0.242_054+0.239_S-254,C000254A,11-1-006,050+0.242,054+0.239,S-254,1,3.827,73.0,279.371,,RICHLAND,,S-254,Secondary,0.2,365.0,1396.8549999999998,196.00107291967325
C001031_004+0.374_004+0.898_U-1031,C001031A,56-4A-336,004+0.374,004+0.898,U-1031,7,0.524,3733.0,1956.092,,YELLOWSTONE,SHILOH ROAD,,Urban,1.4,2666.4285714285716,1397.2085714285715,195.95147375404332
C001279_001+0.759_003+0.018_L-56-2391,C001279A,56-4A-103,001+0.759,003+0.018,L-56-2391,23,1.259,5105.25,6427.509749999999,,YELLOWSTONE,,,,4.6,1109.8369565217392,1397.2847282608695,195.94079372353605
C224862_002+0.501_002+0.999_L-56-525,C224862A,56-4A-378,002+0.501,002+0.999,L-56-525,3,0.499,1681.5,839.0685,,YELLOWSTONE,,,,0.6,2802.5,1398.4475,195.77787418777615
C000080_009+0.980_020+0.528_P-80,C000080A,08-5-009,009+0.980,020+0.528,P-80,15,10.571,397.0,4196.687,,CHOUTEAU,,MT-80,Primary,3.0,132.33333333333334,1398.8956666666666,195.71515248567036
C005206_001+0.276_001+0.419_N-123,C005206A,07-2A-069,001+0.276,001+0.419,N-123,4,0.142,7882.5,1119.3149999999998,,CASCADE,VAUGHN RD,,NI-NHS,0.8,9853.125,1399.1437499999997,195.6804500704164
C000014_077+0.228_088+0.025_P-14,C000014A,30-4-003,077+0.228,088+0.025,P-14,19,10.806,492.25,5319.2535,,WHEATLAND,BROADWAY ST,US-12,Primary,3.8,129.53947368421052,1399.803552631579,195.58821535957975
C000219_000+0.000_008+0.212_S-219,C000219A,50-1-004,000+0.000,008+0.212,S-219,5,8.189,171.0,1400.319,,TETON,,S-219,Secondary,1.0,171.0,1400.319,195.5162207419953
C000083_054+0.870_068+0.213_P-83,C000083A,24-2-011,054+0.870,068+0.213,P-83,51,13.257,1077.5,14284.4175,,LAKE,,MT-83,Primary,10.2,105.63725490196079,1400.4330882352942,195.50029274030553
C000534_000+0.000_010+0.723_S-534,C000534A,37-3-007,000+0.000,010+0.723,S-534,2,10.724,52.25,560.3290000000001,,PONDERA,COALMINE RD,S-534,Secondary,0.4,130.625,1400.8225,195.4459460161513
C000008_045+0.300_045+0.891_N-8,C000008A,25-7C-022,045+0.300,045+0.891,N-8,48,0.591,22754.5,13447.9095,,LEWIS AND CLARK,,US-12,NI-NHS,9.6,2370.260416666667,1400.82390625,195.44574981314508
C472305_000+0.000_000+0.347_L-15-7610,C472305A,15-7B-020,000+0.000,000+0.347,L-15-7610,3,0.347,2426.0,841.8219999999999,,FLATHEAD,,,,0.6,4043.3333333333335,1403.0366666666666,195.13750796240308
C000024_113+0.561_113+0.970_N-24,C000024A,25-3-014,113+0.561,113+0.970,N-24,2,0.409,1372.75,561.45475,,LEWIS AND CLARK,,MT-200,NI-NHS,0.4,3431.875,1403.636875,195.0540653281214
C005773_000+0.000_001+0.326_L-9-846,C005773A,09-2A-068,000+0.000,001+0.326,L-9-846,8,1.326,1693.75,2245.9125,,CUSTER,,,,1.6,1058.59375,1403.6953124999998,195.04594499613683
C005240_001+0.298_002+0.308_L-7-877,C005240A,07-2A-139,001+0.298,002+0.308,L-7-877,5,1.01,1390.0,1403.9,,CASCADE,CENTRAL AVE W,,Urban,1.0,1390.0,1403.9,195.01750745295968
C007410_000+0.382_000+0.659_U-7410,C007410A,34-2A-047,000+0.382,000+0.659,U-7410,2,0.277,2027.5,561.6175000000001,,PARK,GEYSER ST,,Urban,0.4,5068.75,1404.04375,194.99754100483702
C001029_000+0.573_001+0.364_U-1029,C001029A,56-4A-248,000+0.573,001+0.364,U-1029,38,0.791,13496.5,10675.7315,,YELLOWSTONE,6TH AVE N,,Urban,7.6,1775.8552631578948,1404.7015131578949,194.906231785653
C001251_000+0.931_001+0.505_L-56-2389,C001251A,56-4A-294,000+0.931,001+0.505,L-56-2389,21,0.574,10283.6,5902.7864,,YELLOWSTONE,,,,4.2,2448.4761904761904,1405.4253333333334,194.805851452711
C000045_016+0.209_028+0.269_P-45,C000045A,49-1-001,016+0.209,028+0.269,P-45,27,12.008,632.25,7592.057999999999,,SWEET GRASS,FRONTAGE RD,US-191,Primary,5.4,117.08333333333333,1405.9366666666665,194.73500137266274
C000424_013+0.407_017+0.125_S-424,C000424A,15-4-005,013+0.407,017+0.125,S-424,26,3.72,1966.0,7313.52,,FLATHEAD,THREE MILE DR,,Urban,5.2,378.07692307692304,1406.446153846154,194.66445833315458
C000039_000+0.000_000+0.452_P-39,C000039A,44-8-014,000+0.000,000+0.452,P-39,4,0.452,2490.0,1125.48,,ROSEBUD,,MT-39,Primary,0.8,3112.5,1406.85,194.60857853588521
C042312_000+0.000_004+0.005_L-42-312,C042312A,060665J,000+0.000,004+0.005,L-42-312,3,4.005,211.0,845.055,,RICHLAND,,,,0.6,351.6666666666667,1408.425,194.39095352128095
C019205_000+0.000_003+0.266_L-19-205,C019205A,088427X,000+0.000,003+0.266,L-19-205,1,3.266,86.25,281.6925,,GOLDEN VALLEY,,,,0.2,431.25,1408.4624999999999,194.38577790548925
C000330_000+0.025_002+0.159_S-330,C000330A,07-1-009,000+0.025,002+0.159,S-330,4,2.101,536.5,1127.1865,,CASCADE,MILLEGAN RD,S-330,Secondary,0.8,670.625,1408.983125,194.3139515692994
C008101_001+0.000_001+0.252_U-8101,C008101A,32-3A-042,001+0.000,001+0.252,U-8101,3,0.252,3355.6,845.6111999999999,,MISSOULA,CLEMENTS RD,,Urban,0.6,5592.666666666667,1409.3519999999999,194.263093047876
C012004_000+0.000_003+0.496_L-15-922,C012004A,15-4A-048,000+0.000,003+0.496,L-15-922,33,3.496,2661.0,9302.856,,FLATHEAD,,,,6.6,403.1818181818182,1409.5236363636363,194.23943781427838
C056506_003+0.003_005+0.016_L-56-506,C056506A,56-4A-363,003+0.003,005+0.016,L-56-506,20,2.014,2802.0,5643.227999999999,,YELLOWSTONE,,,,4.0,700.5,1410.8069999999998,194.0627447363177
C081014_006+0.289_014+0.453_X-81014,C081014A,49-3-006,006+0.289,014+0.453,X-81014,10,8.157,346.0,2822.322,,SWEET GRASS,,,,2.0,173.0,1411.161,194.01406268541302
C000503_000+0.309_000+0.453_U-6713,C000503A,15-7C-013,000+0.309,000+0.453,U-6713,2,0.144,3922.5,564.8399999999999,,FLATHEAD,MERIDIAN RD,,Urban,0.4,9806.25,1412.0999999999997,193.8850497225481
C000228_007+0.168_013+0.739_S-228,C000228A,07-2-026,007+0.168,013+0.739,S-228,11,6.565,473.5,3108.5275,,CASCADE,HIGHWOOD RD,S-228,Secondary,2.2,215.22727272727272,1412.9670454545453,193.7660751494276
C005225_000+0.731_000+0.909_U-5225,C005225A,07-2A-135,000+0.731,000+0.909,U-5225,6,0.178,9527.5,1695.895,,CASCADE,PARK GARDEN RD,,Urban,1.2,7939.583333333334,1413.2458333333334,193.72785134448307
C010407_000+0.641_000+0.853_U-10407,C010407A,42-4A-027,000+0.641,000+0.853,U-10407,2,0.212,2668.2,565.6583999999999,,RICHLAND,9TH AVE SE,,Urban,0.4,6670.499999999999,1414.1459999999997,193.60453497249236
C228432_000+0.000_000+0.290_R015S280ONA,C228432A,07-2-053,000+0.000,000+0.290,R015S280ONA,3,0.29,2929.0,849.41,,CASCADE,,,,0.6,4881.666666666667,1415.6833333333334,193.3942939545403
C005816_001+0.748_002+0.013_U-5816,C005816A,25-7C-080,001+0.748,002+0.013,U-5816,3,0.265,3207.5,849.9875000000001,,LEWIS AND CLARK,BROADWAY,,Urban,0.6,5345.833333333334,1416.6458333333335,193.26289766370218
C230699_000+0.000_001+0.409_L-32-246,C230699A,060284V,000+0.000,001+0.409,L-32-246,2,1.409,403.0,567.827,,MISSOULA,,,,0.4,1007.5,1419.5674999999999,192.86513583412562
C005962_000+0.000_000+0.281_L-32-809,C005962A,32-3A-049,000+0.000,000+0.281,L-32-809,3,0.281,3031.2,851.7672,,MISSOULA,,,,0.6,5052.0,1419.612,192.85909016915193
C000027_054+0.725_055+0.741_P-27,C000027A,13-1-009,054+0.725,055+0.741,P-27,2,1.015,559.5,567.8924999999999,,WIBAUX,,MT-7,Primary,0.4,1398.75,1419.7312499999998,192.8428910142044
C000231_004+0.088_005+0.114_U-5820,C000231A,25-7A-088,004+0.088,005+0.114,U-5820,12,1.011,3371.5,3408.5864999999994,,LEWIS AND CLARK,GREEN MEADOW DR,,Urban,2.4,1404.7916666666667,1420.2443749999998,192.77321813945585
C000238_066+0.239_068+0.254_S-238,C000238A,19-2-017,066+0.239,068+0.254,S-238,1,2.011,141.25,284.05375000000004,,GOLDEN VALLEY,1ST AVE S,,Urban,0.2,706.25,1420.2687500000002,192.76990971829107
C008006_000+0.624_000+0.994_U-8006,C008006A,09-2A-046,000+0.624,000+0.994,U-8006,3,0.37,2303.2,852.184,,CUSTER,STREVELL AVE,,Urban,0.6,3838.6666666666665,1420.3066666666666,192.76476351107982
C000430_002+0.758_003+0.092_U-5818,C000430A,25-7B-078,002+0.758,003+0.092,U-5818,10,0.34,8359.5,2842.23,,LEWIS AND CLARK,CANYON FERRY RD,,Urban,2.0,4179.75,1421.115,192.65511849020675
C000001_000+0.000_001+0.891_N-1,C000001A,27-3-024,000+0.000,001+0.891,N-1,10,1.896,1499.25,2842.578,,LINCOLN,,US-2,NI-NHS,2.0,749.625,1421.289,192.63153286432959
C000057_007+0.070_010+0.428_N-57,C000057A,07-2-024,007+0.070,010+0.428,N-57,32,3.348,2724.0,9119.952,,JUDITH BASIN,,MT-200/MT-3/US-87,NI-NHS,6.4,425.625,1424.9924999999998,192.13089101395983
C000231_000+0.000_000+0.712_U-5820,C000231A,25-7C-086,000+0.000,000+0.712,U-5820,11,0.712,4404.0,3135.6479999999997,,LEWIS AND CLARK,GREEN MEADOW DR,,Urban,2.2,2001.8181818181818,1425.2945454545452,192.09017503529174
C005811_000+0.206_000+0.360_U-5811,C005811A,25-7C-055,000+0.206,000+0.360,U-5811,5,0.154,9258.8,1425.8552,,LEWIS AND CLARK,S MONTANA AVE,,Urban,1.0,9258.8,1425.8552,192.0146440628825
C045004_001+0.369_004+0.793_L-45-4,C045004A,091163H,001+0.369,004+0.793,L-45-4,5,3.425,416.3333333333333,1425.9416666666666,,SANDERS,,,,1.0,416.3333333333333,1425.9416666666666,192.00300062289375
C229265_000+0.000_000+0.270_R090W333OFA,C229265A,34-2-016,000+0.000,000+0.270,R090W333OFA,1,0.27,1056.8,285.336,,PARK,,,,0.2,5283.999999999999,1426.68,191.90363551266586
C000011_049+0.840_052+0.269_N-11,C000011A,34-2A-005,049+0.840,052+0.269,N-11,45,2.453,5234.5,12840.2285,,PARK,SECOND ST,US-89,NI-NHS,9.0,581.6111111111111,1426.6920555555555,191.90201392591194
C024301_000+0.000_003+0.764_L-24-301,C024301A,090273P,000+0.000,003+0.764,L-24-301,4,3.764,303.3333333333333,1141.7466666666664,,LAKE,,,,0.8,379.16666666666663,1427.183333333333,191.83595570287176
C000006_082+0.452_085+0.035_P-6,C000006A,W-118,082+0.452,085+0.035,P-6,26,2.586,2870.0,7421.82,,SANDERS,,MT-200,Primary,5.2,551.9230769230769,1427.2730769230768,191.8238935070768
C000036_011+0.730_016+0.329_P-36,C000036A,45-5-001,011+0.730,016+0.329,P-36,25,4.628,1542.25,7137.533,,SANDERS,,MT-28,Primary,5.0,308.45,1427.5066000000002,191.7925134028873
C000008_028+0.372_033+0.589_N-8,C000008A,25-6-002,028+0.372,033+0.589,N-8,66,5.323,3540.0,18843.420000000002,,LEWIS AND CLARK,,US-12,NI-NHS,13.2,268.1818181818182,1427.5318181818184,191.78912527632318
C001801_002+0.999_003+0.539_U-1801,C001801A,47-1C-035,002+0.999,003+0.539,U-1801,4,0.54,2115.0,1142.1000000000001,,SILVER BOW,EXCELSIOR,,Urban,0.8,2643.75,1427.625,191.77660710145182
C000010_043+0.153_051+0.440_N-10,C000010A,08-5-003,043+0.153,051+0.440,N-10,51,8.283,1758.6,14566.483799999998,,CHOUTEAU,15TH ST,US-87,NI-NHS,10.2,172.41176470588235,1428.0866470588235,191.71461288926454
C472308_000+0.000_000+0.351_L-15-7613,C472308A,15-7B-034,000+0.000,000+0.351,L-15-7613,3,0.351,2441.2,856.8611999999999,,FLATHEAD,,,,0.6,4068.6666666666665,1428.1019999999999,191.71255184378296
C005712_001+0.787_013+0.947_L-21-601,C005712A,21-4-007,001+0.787,013+0.947,L-21-601,6,12.16,141.0,1714.56,,HILL,14TH AVE,,Urban,1.2,117.5,1428.8,191.61889607587494
C000438_000+0.000_006+0.108_S-438,C000438A,53-8-006,000+0.000,006+0.108,S-438,4,6.094,187.6,1143.2344,,VALLEY,NASHUA LN,S-438,Secondary,0.8,234.49999999999997,1429.043,191.58631245750487
C000280_001+0.908_002+0.592_U-5823,C000280A,25-7B-057,001+0.908,002+0.592,U-5823,9,0.682,3773.0,2573.186,,LEWIS AND CLARK,YORK RD,,Urban,1.8,2096.111111111111,1429.5477777777778,191.51866273319465
C000090_021+0.785_025+0.133_I-90,C000090A,31-1-002,021+0.785,025+0.133,I-90,93,3.38,7867.5,26592.149999999998,,MINERAL,,I-90,Interstate,18.6,422.9838709677419,1429.6854838709676,191.50021581804066
C005206_000+0.131_000+0.475_N-123,C005206A,07-2A-070,000+0.131,000+0.475,N-123,8,0.344,6651.5,2288.116,,CASCADE,VAUGHN RD,,NI-NHS,1.6,4157.1875,1430.0725,191.44839070271624
C006701_000+0.000_000+0.415_U-6701,C006701A,15-7B-038,000+0.000,000+0.415,U-6701,14,0.415,9656.0,4007.24,,FLATHEAD,MERIDIAN RD,,Urban,2.8,3448.571428571429,1431.1571428571428,191.30329613324594
C000035_000+0.049_003+0.361_P-35,C000035A,31-1-005,000+0.049,003+0.361,P-35,29,3.406,2437.75,8302.9765,,MINERAL,,MT-135,Primary,5.8,420.30172413793105,1431.5476724137932,191.25110814617128
C224862_000+0.454_000+0.994_L-56-525,C224862A,56-4A-377,000+0.454,000+0.994,L-56-525,6,0.54,3181.75,1718.1450000000002,,YELLOWSTONE,,,,1.2,2651.4583333333335,1431.7875000000001,191.21907316079384
C000004_020+0.855_024+0.447_N-4,C000004A,05-3-007,020+0.855,024+0.447,N-4,27,3.592,2154.0,7737.168000000001,,CARBON,,US-310,NI-NHS,5.4,398.88888888888886,1432.808888888889,191.08276116679056
C017039_000+0.000_003+0.989_L-7-39,C017039A,098922N,000+0.000,003+0.989,L-7-39,2,3.989,143.75,573.4187499999999,,CASCADE,,,,0.4,359.375,1433.5468749999998,190.98439227054237
C004496_000+0.000_001+0.265_L-25-2467,C004496A,25-7C-115,000+0.000,001+0.265,L-25-2467,3,1.265,680.0,860.1999999999999,,LEWIS AND CLARK,,,,0.6,1133.3333333333335,1433.6666666666665,190.96843435006522
C056503_001+0.869_002+0.274_U-1039,C056503A,56-4A-361,001+0.869,002+0.274,U-1039,9,0.405,6373.0,2581.065,,YELLOWSTONE,GRAND AVE,,Urban,1.8,3540.5555555555557,1433.925,190.93402982248733
C005274_000+0.000_000+0.959_L-56-1192,C005274A,56-4B-015,000+0.000,000+0.959,L-56-1192,5,0.959,1496.0,1434.664,,YELLOWSTONE,,,,1.0,1496.0,1434.664,190.83567909504256
C006209_000+0.000_000+0.948_L-32-824,C006209A,913766E,000+0.000,000+0.948,L-32-824,15,0.948,4540.333333333333,4304.236,,MISSOULA,,,,3.0,1513.4444444444443,1434.7453333333333,190.82486093690736
C072992_000+0.264_000+0.314_L-32-4600,C072992A,32-3A-326,000+0.264,000+0.314,L-32-4600,1,0.05,5739.0,286.95,,MISSOULA,FAIRVIEW AVE,,Urban,0.2,28695.0,1434.7499999999998,190.82424026012205
C229031_000+0.000_000+0.219_R090E249ONA,C229031A,22-3-039,000+0.000,000+0.219,R090E249ONA,1,0.219,1310.6,287.02139999999997,,JEFFERSON,,,,0.2,6552.999999999999,1435.1069999999997,190.77677045210578
C223802_000+0.000_000+0.473_L-56-979,C223802A,087375E,000+0.000,000+0.473,L-56-979,2,0.473,1213.6666666666667,574.0643333333334,,YELLOWSTONE,,,,0.4,3034.1666666666665,1435.1608333333334,190.7696143555642
C024204_000+0.000_003+0.628_L-24-204,C024204A,090300J,000+0.000,003+0.628,L-24-204,11,3.628,871.6666666666666,3162.4066666666668,,LAKE,,,,2.2,396.2121212121212,1437.4575757575756,190.4648062875307
C000231_000+0.712_002+0.016_U-5820,C000231A,25-7B-084,000+0.712,002+0.016,U-5820,22,1.308,4837.0,6326.796,,LEWIS AND CLARK,GREEN MEADOW DR,,Urban,4.4,1099.3181818181818,1437.9081818181817,190.40511916902722
C000005_034+0.581_035+0.570_N-5,C000005A,24-3-003,034+0.581,035+0.570,N-5,27,0.996,7799.75,7768.551,,LAKE,,MT-200/US-93,NI-NHS,5.4,1444.398148148148,1438.6205555555555,190.31083467835055
C005805_001+0.847_002+0.030_U-5805,C005805A,25-7C-035,001+0.847,002+0.030,U-5805,5,0.183,7863.2,1438.9656,,LEWIS AND CLARK,BENTON AVE,,Urban,1.0,7863.2,1438.9656,190.26520072002427
C000088_000+0.532_001+0.445_N-88,C000088A,39-3-035,000+0.532,001+0.445,N-88,5,0.987,1458.0,1439.046,,POWELL,,MT-88/US-12,NI-NHS,1.0,1458.0,1439.046,190.25457053715454
C231927_000+0.318_000+0.506_U-8136,C231927A,32-3A-330,000+0.318,000+0.506,U-8136,3,0.188,4593.5,863.578,,MISSOULA,S GARFIELD ST,,Urban,0.6,7655.833333333334,1439.2966666666666,190.22143596516597
C000005_111+0.604_111+0.673_N-5,C000005A,15-7C-007,111+0.604,111+0.673,N-5,4,0.07,16458.0,1152.0600000000002,,FLATHEAD,,MT-200/US-93,NI-NHS,0.8,20572.5,1440.075,190.1186248724616
C000001_140+0.507_142+0.527_N-1,C000001A,15-4A-003,140+0.507,142+0.527,N-1,65,2.198,8527.0,18742.346,,FLATHEAD,,US-2,NI-NHS,13.0,655.9230769230769,1441.7189230769231,189.90184170496755
C000031_045+0.153_050+0.421_P-31,C000031A,53-2-002,045+0.153,050+0.421,P-31,4,5.273,218.75,1153.46875,,VALLEY,,MT-24,Primary,0.8,273.4375,1441.8359375,189.88642992761453
C000007_092+0.932_093+0.003_N-7,C000007A,32-3A-025,092+0.932,093+0.003,N-7,3,0.067,12913.5,865.2045,,MISSOULA,,US-93,NI-NHS,0.6,21522.5,1442.0075000000002,189.86383823469026
C229075_000+0.005_000+0.304_R090E305ONA,C229075A,16-3-071,000+0.005,000+0.304,R090E305ONA,5,0.299,4823.5,1442.2265,,GALLATIN,,,,1.0,4823.5,1442.2265,189.83500768652507
C032100_000+0.184_017+0.581_L-32-100,C032100A,32-3-015,000+0.184,017+0.581,L-32-100,25,17.397,414.6666666666667,7213.956,,MISSOULA,,,,5.0,82.93333333333334,1442.7912000000001,189.7607073797027
C006153_000+0.318_000+0.610_L-32-4316,C006153A,32-3A-275,000+0.318,000+0.610,L-32-4316,2,0.292,1979.75,578.087,,MISSOULA,,,,0.4,4949.375,1445.2175,189.4421280625305
C000007_026+0.475_029+0.434_N-7,C000007A,41-2-001,026+0.475,029+0.434,N-7,31,2.963,3025.0,8963.075,,RAVALLI,,US-93,NI-NHS,6.2,487.9032258064516,1445.657258064516,189.38450119204654
C021429_000+0.000_003+0.571_L-21-429,C021429A,091582F,000+0.000,003+0.571,L-21-429,1,3.571,81.0,289.25100000000003,,HILL,,,,0.2,405.0,1446.255,189.3062279564877
C025213_000+0.512_001+0.015_L-25-213,C025213A,25-7A-047,000+0.512,001+0.015,L-25-213,2,0.503,1150.2,578.5506,,LEWIS AND CLARK,,,,0.4,2875.5,1446.3765,189.29032566085672
C000015_160+0.124_164+0.659_I-15,C000015A,22-2-006,160+0.124,164+0.659,I-15,57,4.533,3639.75,16498.98675,,JEFFERSON,,I-15,Interstate,11.4,319.2763157894737,1447.2795394736843,189.17221673207268
C003500_000+0.000_000+0.701_L-7-2519,C003500A,07-2A-187,000+0.000,000+0.701,L-7-2519,12,0.701,4956.0,3474.156,,CASCADE,,,,2.4,2065.0,1447.565,189.13491187836823
C228450_000+0.000_000+0.308_R015S339OFA,C228450A,37-3-029,000+0.000,000+0.308,R015S339OFA,1,0.308,940.0,289.52,,PONDERA,,,,0.2,4700.0,1447.6,189.1303389839805
C000008_042+0.183_042+0.618_N-8,C000008A,25-7C-009,042+0.183,042+0.618,N-8,24,0.435,16014.75,6966.41625,,LEWIS AND CLARK,,US-12,NI-NHS,4.8,3336.40625,1451.33671875,188.64339003909058
C005232_000+0.000_000+0.131_U-5232,C005232A,07-2A-279,000+0.000,000+0.131,U-5232,2,0.131,4432.0,580.592,,CASCADE,3RD AVE S,,Urban,0.4,11080.0,1451.4799999999998,188.6247683145549
C000360_000+0.000_000+0.335_S-360,C000360A,30-3-019,000+0.000,000+0.335,S-360,1,0.335,866.8,290.378,,MEAGHER,MAIN ST,S-360,Secondary,0.2,4333.999999999999,1451.8899999999999,188.57150246451877
C000241_003+0.037_005+0.895_S-241,C000241A,A-023,003+0.037,005+0.895,S-241,3,2.851,305.75,871.69325,,BLAINE,LINCOLN RD,S-241,Secondary,0.6,509.58333333333337,1452.8220833333335,188.45052112991132
C000269_001+0.041_001+0.509_U-5301,C000269A,41-2A-007,001+0.041,001+0.509,U-5301,8,0.468,4967.0,2324.556,,RAVALLI,MARCUS ST,S-269,Urban,1.6,3104.375,1452.8474999999999,188.44722430482906
C036202_000+0.000_034+0.389_L-36-202,C036202A,36-3-022,000+0.000,034+0.389,L-36-202,5,34.389,42.25,1452.9352500000002,,PHILLIPS,,,,1.0,42.25,1452.9352500000002,188.43584303788492
C000057_086+0.079_094+0.079_N-57,C000057A,14-6-005,086+0.079,094+0.079,N-57,40,7.94,1464.0,11624.16,,FERGUS,,MT-200/MT-3/US-87,NI-NHS,8.0,183.0,1453.02,188.42485217905474
C228298_000+0.000_000+0.450_R015N339ONA,C228298A,37-3-026,000+0.000,000+0.450,R015N339ONA,1,0.45,646.2,290.79,,PONDERA,,,,0.2,3231.0,1453.95,188.3043286998935
C000424_000+0.674_002+0.141_U-6706,C000424A,15-7B-029,000+0.674,002+0.141,U-6706,30,1.434,6086.0,8727.324,,FLATHEAD,THREE MILE DR,,Urban,6.0,1014.3333333333334,1454.554,188.2261357867842
C000002_003+0.213_003+0.531_N-2,C000002A,09-2A-010,003+0.213,003+0.531,N-2,2,0.319,1824.0,581.856,,CUSTER,BUSINESS RTE 94,BR I-94,NI-NHS,0.4,4560.0,1454.6399999999999,188.2150076398354
C224858_000+0.000_004+0.644_L-56-516,C224858A,088439S,000+0.000,004+0.644,L-56-516,1,4.644,62.666666666666664,291.024,,YELLOWSTONE,,,,0.2,313.3333333333333,1455.12,188.15292121145345
C000574_008+0.506_009+0.521_S-574,C000574A,32-3-031,008+0.506,009+0.521,S-574,4,1.014,1148.2,1164.2748000000001,,MISSOULA,WALDO RD,S-574,Secondary,0.8,1435.25,1455.3435000000002,188.12402619258623
C000024_127+0.475_133+0.579_N-24,C000024A,07-1-011,127+0.475,133+0.579,N-24,41,6.091,1961.0,11944.451000000001,,CASCADE,,MT-200,NI-NHS,8.2,239.14634146341464,1456.6403658536587,187.9565369265044
C000023_136+0.925_137+0.288_N-23,C000023A,06-6-006,136+0.925,137+0.288,N-23,3,0.357,2448.5,874.1144999999999,,CARTER,MAIN ST,MT-59,NI-NHS,0.6,4080.8333333333335,1456.8574999999998,187.92852335469334
C000010_109+0.715_110+0.807_N-10,C000010A,21-4A-004,109+0.715,110+0.807,N-10,10,1.159,2514.0,2913.726,,HILL,15TH ST,US-87,NI-NHS,2.0,1257.0,1456.863,187.9278138803787
C000084_025+0.186_027+0.782_P-84,C000084A,16-3-003,025+0.186,027+0.782,P-84,26,2.559,2961.0,7577.1990000000005,,GALLATIN,,MT-84,Primary,5.2,569.4230769230769,1457.153653846154,187.89032851172217
C081018_024+0.481_025+0.858_X-81018,C081018A,44-5-013,024+0.481,025+0.858,X-81018,3,1.39,629.0,874.31,,ROSEBUD,,,,0.6,1048.3333333333335,1457.1833333333334,187.886501616047
