CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C228562,0.28324146,156,44.18566776,56-3-025,YELLOWSTONE,56-3-025,000+0.000,000+0.283,R094W023ONA,1,156.0,44.18566776
C229092,0.23383801,192,44.89689792,48-2-047,STILLWATER,48-2-047,000+0.000,000+0.234,R090E392ONA,1,192.0,44.89689792
C228992,0.23567186,191,45.01332526,39-3-047,POWELL,39-3-047,000+0.000,000+0.236,R090E187OFA,1,191.0,45.01332526
C228272,0.23724585,200,47.44917,07-1-032,CASCADE,07-1-032,000+0.000,000+0.237,R015N270OFA,1,200.0,47.44917
C073883,0.36350705,132,47.9829306,32-3A-160,MISSOULA,32-3A-160,000+0.000,000+0.364,L-32-4607,1,132.0,47.9829306
C229251,0.2652715,182,48.279413,12-1-023,DEER LODGE,12-1-023,000+0.000,000+0.265,R090W201OFA,1,182.0,48.279413
C000110,0.15341972,5090,780.9063748000001,07-2A-022,CASCADE,07-2A-022,000+0.833,000+0.986,N-110,16,318.125,48.806648425000006
C005965,0.25673358,763,195.88772154,32-3A-113,MISSOULA,32-3A-113,000+0.923,001+0.180,L-32-811,4,190.75,48.971930385
C006038,0.49956923,303,151.36947669,32-3A-199,MISSOULA,32-3A-199,000+0.000,000+0.500,L-32-4566,3,101.0,50.45649223
C003556,0.48697807,945,460.19427615,07-2A-216,CASCADE,07-2A-216,000+0.979,001+0.466,L-7-2856,9,105.0,51.13269735
C005706,0.07398323,1384,102.39279031999999,21-4A-039,HILL,21-4A-039,000+0.516,000+0.590,U-5706,2,692.0,51.196395159999994
C005706,0.07440663,1384,102.97877592,21-4A-039,HILL,21-4A-039,000+0.590,000+0.664,U-5706,2,692.0,51.48938796
C072949,0.24768719,417,103.28555823,32-3A-295,MISSOULA,32-3A-295,000+0.000,000+0.248,L-32-1231,2,208.5,51.642779115
C006079,0.21089284,1226,258.55462184,32-3A-294,MISSOULA,32-3A-294,000+0.167,000+0.378,L-32-4312,5,245.2,51.71092436799999
C000453,0.03679806,2869,105.57363414,25-7A-013,LEWIS AND CLARK,25-7A-013,000+0.000,000+0.037,S-453,2,1434.5,52.78681707
C072849,0.28248469,2067,583.8958542299999,32-3A-307,MISSOULA,32-3A-307,000+0.000,000+0.282,L-32-1172,11,187.9090909090909,53.08144129363636
C000238,0.19064258,279,53.18927982,19-2-011,GOLDEN VALLEY,19-2-011,068+0.515,068+0.706,S-238,1,279.0,53.18927982
C000180,0.29392356,181,53.200164359999995,16-3-026,GALLATIN,16-3-026,000+0.000,000+0.294,L-16-4333,1,181.0,53.200164359999995
C000679,0.42103503,382,160.83538145999998,56-4A-042,YELLOWSTONE,56-4A-042,000+0.000,000+0.421,L-56-526,3,127.33333333333333,53.611793819999995
C000563,0.28033379,196,54.945422840000006,34-2-008,SWEET GRASS,34-2-008,000+0.092,000+0.373,L-49-563,1,196.0,54.945422840000006
C006371,0.25311387,1562,395.36386494000004,32-3A-086,MISSOULA,32-3A-086,000+0.751,001+0.004,L-32-4579,7,223.14285714285714,56.48055213428572
C008102,0.12048687,8688,1046.78992656,32-3A-122,MISSOULA,32-3A-122,001+0.844,001+0.964,U-8102,18,482.6666666666667,58.15499592
C002266,0.3925555,149,58.4907695,26-2-016,LIBERTY,26-2-016,000+0.247,000+0.639,L-26-593,1,149.0,58.4907695
C229345,0.00604344,9975,60.283314,56-4-074,YELLOWSTONE,56-4-074,000+0.309,000+0.315,R090W443OFA,1,9975.0,60.283314
C006377,0.49833438,122,60.79679436,32-3A-282,MISSOULA,32-3A-282,000+0.000,000+0.498,L-32-4580,1,122.0,60.79679436
C005234,0.0854787,2864,244.81099680000003,07-2A-256,CASCADE,07-2A-256,000+0.325,000+0.411,U-5234,4,716.0,61.20274920000001
C000261,0.145621,421,61.306441,55-1-004,WIBAUX,55-1-004,000+0.000,000+0.146,S-261,1,421.0,61.306441
C006724,0.14265774,1719,245.22865506000002,15-7C-059,FLATHEAD,15-7C-059,000+0.000,000+0.143,U-6724,4,429.75,61.307163765000006
C229253,0.35400978,174,61.597701719999996,16-1-035,GALLATIN,16-1-035,000+0.000,000+0.354,R090W283ONA,1,174.0,61.597701719999996
C075938,0.27574979,464,127.94790256,21-4A-065,HILL,21-4A-065,000+0.000,000+0.276,L-21-1588,2,232.0,63.97395128
C005703,0.14729618,1307,192.51610726,21-4A-031,HILL,21-4A-031,000+0.139,000+0.287,U-5703,3,435.6666666666667,64.17203575333333
C000032,0.13853866,1396,193.39996936,10-2-018,DANIELS,10-2-018,051+0.178,051+0.317,P-32,3,465.3333333333333,64.46665645333333
C001021,0.14516985,2689,390.36172665,56-4A-253,YELLOWSTONE,56-4A-253,000+0.287,000+0.432,U-1021,6,448.1666666666667,65.06028777499999
C005236,0.40977565,1284,526.1519346,07-2A-261,CASCADE,07-2A-261,000+0.080,000+0.490,U-5236,8,160.5,65.768991825
C002438,0.48740259,275,134.03571225000002,15-4A-080,FLATHEAD,15-4A-080,000+0.108,000+0.595,L-15-6328,2,137.5,67.01785612500001
C003571,1.56234076,129,201.54195804000003,07-2-078,CASCADE,07-2-078,000+0.000,001+0.562,L-7-2863,3,43.0,67.18065268000001
C005209,0.07562774,1792,135.52491007999998,07-2A-237,CASCADE,07-2A-237,000+0.841,000+0.916,U-5209,2,896.0,67.76245503999999
C086983,0.12891131,1056,136.13034336,56-4A-260,YELLOWSTONE,56-4A-260,000+0.000,000+0.129,L-56-2992,2,528.0,68.06517168
C005236,0.08520175,1601,136.40800175,07-2A-259,CASCADE,07-2A-259,000+0.732,000+0.818,U-5236,2,800.5,68.204000875
C008111,0.14446777,1428,206.29997556,32-3A-224,MISSOULA,32-3A-224,000+0.138,000+0.283,U-8111,3,476.0,68.76665852000001
C100375,0.43123165,320,137.99412800000002,56-4A-216,YELLOWSTONE,56-4A-216,000+0.000,000+0.431,L-56-2995,2,160.0,68.99706400000001
C000017,0.16619559,416,69.13736544,53-8-010,VALLEY,53-8-010,012+0.769,012+0.936,P-17,1,416.0,69.13736544
C006733,0.10005929,2098,209.92439041999998,15-7B-093,FLATHEAD,15-7B-093,000+0.189,000+0.289,U-6733,3,699.3333333333334,69.97479680666666
C005703,0.14202964,496,70.44670144000001,21-4A-032,HILL,21-4A-032,000+0.287,000+0.429,U-5703,1,496.0,70.44670144000001
C228211,0.54662216,908,496.33292128,47-1-053,SILVER BOW,47-1-053,000+0.000,000+0.547,R015N121OFA,7,129.71428571428572,70.90470304
C000467,3.64244517,39,142.05536163,28-5-006,MCCONE,28-5-006,003+0.005,006+0.656,S-467,2,19.5,71.027680815
C008111,0.07159654,1987,142.26232498,32-3A-212,MISSOULA,32-3A-212,000+0.067,000+0.138,U-8111,2,993.5,71.13116249
C006898,0.13947276,1030,143.6569428,46-1-027,SHERIDAN,46-1-027,000+0.131,000+0.270,L-46-1187,2,515.0,71.8284714
C003556,0.48878576,442,216.04330592,07-2A-249,CASCADE,07-2A-249,001+0.466,001+0.955,L-7-2856,3,147.33333333333334,72.01443530666667
C000297,3.62940982,20,72.5881964,54-1-013,WHEATLAND,54-1-013,017+0.178,020+0.612,S-297,1,20.0,72.5881964
C229068,0.18532518,395,73.20344610000001,16-3-050,GALLATIN,16-3-050,000+0.000,000+0.185,R090E313OFA,1,395.0,73.20344610000001
C231927,0.31844194,463,147.43861822,32-3A-139,MISSOULA,32-3A-139,000+0.000,000+0.318,L-32-5472,2,231.5,73.71930911
C000010,0.07824377,5694,445.52002638000005,07-2A-023,CASCADE,07-2A-023,000+0.836,000+0.915,N-10,6,949.0,74.25333773000001
C006898,0.26573222,849,225.60665478,46-1-018,SHERIDAN,46-1-018,000+0.270,000+0.536,L-46-1187,3,283.0,75.20221826000001
C006720,0.34656742,1112,385.38297104000003,15-7C-071,FLATHEAD,15-7C-071,000+0.277,000+0.624,U-6720,5,222.4,77.076594208
C003557,0.24579603,314,77.17995342,07-2A-207,CASCADE,07-2A-207,000+0.000,000+0.246,L-7-2857,1,314.0,77.17995342
C228192,0.32225597,251,80.88624847,01-4-021,BEAVERHEAD,01-4-021,000+0.000,000+0.322,R015N062ONA,1,251.0,80.88624847
C003235,0.72658811,224,162.75573664,53-4-030,VALLEY,53-4-030,000+0.000,000+0.727,L-53-830,2,112.0,81.37786832
C000110,0.15202798,5358,814.56591684,07-2A-020,CASCADE,07-2A-020,001+0.518,001+0.670,N-110,10,535.8,81.456591684
C005224,0.07617293,2139,162.93389727,07-2A-236,CASCADE,07-2A-236,000+0.382,000+0.458,U-5224,2,1069.5,81.466948635
C228248,0.21127427,386,81.55186821999999,25-7-016,LEWIS AND CLARK,25-7-016,000+0.000,000+0.211,R015N200ONA,1,386.0,81.55186821999999
C008009,0.07595679,1075,81.65354925,09-2A-056,CUSTER,09-2A-056,000+0.000,000+0.076,U-8009,1,1075.0,81.65354925
C000896,0.39208864,629,246.62375455999998,56-4A-331,YELLOWSTONE,56-4A-331,000+0.000,000+0.392,L-56-1034,3,209.66666666666666,82.20791818666666
C000246,0.06356606,3894,247.52623763999998,53-4-025,VALLEY,53-4-025,000+0.000,000+0.064,S-246,3,1298.0,82.50874587999999
C000080,0.13513454,1238,167.29656051999999,08-5A-024,CHOUTEAU,08-5A-024,002+0.135,002+0.270,P-80,2,619.0,83.64828025999999
C025601,0.77579657,109,84.56182613,25-7A-030,LEWIS AND CLARK,25-7A-030,000+0.000,000+0.776,L-25-601,1,109.0,84.56182613
C000050,0.12031236,4978,598.91492808,16-5-006,GALLATIN,16-5-006,000+0.000,000+0.120,N-50,7,711.1428571428571,85.55927544
C005813,0.19629341,1314,257.92954074,25-7C-038,LEWIS AND CLARK,25-7C-038,000+0.000,000+0.196,L-25-3481,3,438.0,85.97651358
C000237,1.38675512,62,85.97881744,14-6A-020,FERGUS,14-6A-020,001+0.094,002+0.480,S-237,1,62.0,85.97881744
C003556,0.56973389,305,173.76883644999998,07-2A-204,CASCADE,07-2A-204,000+0.000,000+0.570,L-7-2856,2,152.5,86.88441822499999
C015287,2.6922419,97,261.1474643,15-3-006,FLATHEAD,15-3-006,000+0.000,002+0.692,L-15-287,3,32.333333333333336,87.04915476666667
C075946,0.215247,407,87.605529,21-4A-063,HILL,21-4A-063,000+0.000,000+0.215,L-21-1589,1,407.0,87.605529
C229346,0.22920961,389,89.16253829,02-4-009,BIG HORN,02-4-009,000+0.000,000+0.229,R090W509OFA,1,389.0,89.16253829
C001020,0.21689378,8694,1885.6745233200002,56-4A-232,YELLOWSTONE,56-4A-232,003+0.393,003+0.610,N-113,21,414.0,89.79402492000001
C001089,0.24371517,3732,909.54501444,56-4A-168,YELLOWSTONE,56-4A-168,000+0.751,000+0.994,L-56-2387,10,373.2,90.954501444
C008108,0.05806199,3140,182.3146486,32-3A-216,MISSOULA,32-3A-216,000+0.503,000+0.562,U-8108,2,1570.0,91.1573243
C005210,0.16355861,6160,1007.5210376,07-2A-094,CASCADE,07-2A-094,002+0.433,002+0.597,N-103,11,560.0,91.5928216
C008128,0.07310634,10122,739.9823734800001,32-3A-016,MISSOULA,32-3A-016,003+0.023,003+0.096,N-131,8,1265.25,92.49779668500001
C000025,0.12408994,746,92.57109523999999,43-3-017,ROOSEVELT,43-3-017,052+0.293,052+0.417,P-25,1,746.0,92.57109523999999
C005095,0.26161139,355,92.87204345,15-7C-017,FLATHEAD,15-7C-017,000+0.000,000+0.262,L-15-6471,1,355.0,92.87204345
C073832,0.1975249,4234,836.3204266,32-3A-319,MISSOULA,32-3A-319,000+0.000,000+0.198,L-32-4606,9,470.44444444444446,92.92449184444445
C003929,0.40541137,460,186.4892302,07-2A-229,CASCADE,07-2A-229,000+0.000,000+0.405,L-7-2531,2,230.0,93.2446151
C073424,0.26974782,348,93.87224136,32-3A-103,MISSOULA,32-3A-103,000+0.537,000+0.806,L-32-4603,1,348.0,93.87224136
C229225,0.20580957,458,94.26078306,32-3-044,MISSOULA,32-3-044,000+0.000,000+0.206,R090W107OFA,1,458.0,94.26078306
C014312,2.24507312,42,94.29307103999999,14-6-023,FERGUS,14-6-023,012+0.001,014+0.246,L-14-312,1,42.0,94.29307103999999
C229066,0.16493989,581,95.83007609,16-3-049,GALLATIN,16-3-049,000+0.000,000+0.165,R090E313ONA,1,581.0,95.83007609
C115009,1.2538285,155,194.34341750000002,15-4-028,FLATHEAD,15-4-028,000+0.000,001+0.254,L-15-9,2,77.5,97.17170875000001
C041309,2.26748926,86,195.00407636,41-1-009,RAVALLI,41-1-009,006+0.602,008+0.869,L-41-309,2,43.0,97.50203818
C003523,0.53448687,2191,1171.06073217,07-2A-270,CASCADE,07-2A-270,000+0.000,000+0.534,L-7-2520,12,182.58333333333334,97.5883943475
C006715,0.13890489,704,97.78904256,15-7C-024,FLATHEAD,15-7C-024,000+0.337,000+0.476,U-6715,1,704.0,97.78904256
C000359,0.11993261,823,98.70453803,22-4-005,JEFFERSON,22-4-005,001+0.043,001+0.163,S-359,1,823.0,98.70453803
C229219,0.24620862,401,98.72965662,32-4-014,MISSOULA,32-4-014,000+0.000,000+0.246,R090W120OFA,1,401.0,98.72965662
C000010,0.60758315,5109,3104.1423133499998,07-2A-021,CASCADE,07-2A-021,000+0.000,000+0.608,N-10,31,164.80645161290323,100.13362301129031
C007112,0.08358954,1206,100.80898524,14-6A-052,FERGUS,14-6A-052,000+0.438,000+0.521,U-7112,1,1206.0,100.80898524
C006905,0.25323255,403,102.05271765,56-4B-018,YELLOWSTONE,56-4B-018,000+0.750,001+0.003,U-6905,1,403.0,102.05271765
C015402,5.94084318,121,718.84202478,15-4-013,FLATHEAD,15-4-013,000+0.000,005+0.941,L-15-402,7,17.285714285714285,102.69171782571428
C000060,0.02675696,3848,102.96078208,07-2-015,CASCADE,07-2-015,074+0.435,074+0.462,N-60,1,3848.0,102.96078208
C072992,0.09418513,5529,520.7495837700001,32-3A-326,MISSOULA,32-3A-326,000+0.170,000+0.264,U-8137,5,1105.8,104.14991675400002
C003556,0.48918456,214,104.68549584,07-2A-164,CASCADE,07-2A-164,002+0.445,002+0.934,L-7-2856,1,214.0,104.68549584
C063370,0.2512982,3358,843.8593556000001,56-4A-161,YELLOWSTONE,56-4A-161,000+0.245,000+0.497,L-56-2939,8,419.75,105.48241945000001
C006034,0.71507941,149,106.54683209,32-3A-284,MISSOULA,32-3A-284,000+0.000,000+0.715,L-32-4565,1,149.0,106.54683209
C000556,10.65605812,30,319.6817436,45-3-001,SANDERS,45-3-001,006+0.345,016+0.956,S-556,3,10.0,106.5605812
C007109,0.16039799,1332,213.65012267999998,14-6A-046,FERGUS,14-6A-046,000+0.000,000+0.160,U-7109,2,666.0,106.82506133999999
C008111,0.07484681,1428,106.88124468,32-3A-224,MISSOULA,32-3A-224,000+0.283,000+0.358,L-32-941,1,1428.0,106.88124468
C000880,0.24493512,5260,1288.3587312,56-4A-206,YELLOWSTONE,56-4A-206,000+0.000,000+0.245,L-56-2385,12,438.3333333333333,107.3632276
C000110,0.15916161,4076,648.74272236,07-2A-026,CASCADE,07-2A-026,000+0.143,000+0.302,N-110,6,679.3333333333334,108.12378706
C003200,0.40720147,267,108.72279249,08-5-032,CHOUTEAU,08-5-032,000+0.000,000+0.407,L-8-1533,1,267.0,108.72279249
C229182,0.26402466,412,108.77815992000001,32-3-070,MISSOULA,32-3-070,000+0.000,000+0.264,R090W077OFA,1,412.0,108.77815992000001
C010404,0.1881178,587,110.4251486,42-4A-039,RICHLAND,42-4A-039,000+0.000,000+0.188,U-10404,1,587.0,110.4251486
C005202,0.12999464,1699,220.86089335999998,07-2A-039,CASCADE,07-2A-039,000+0.283,000+0.413,U-5202,2,849.5,110.43044667999999
C005706,0.23532783,1413,332.51822379,21-4A-038,HILL,21-4A-038,000+0.281,000+0.516,U-5706,3,471.0,110.83940793
C008127,0.1451729,1533,222.5500557,32-3A-222,MISSOULA,32-3A-222,000+0.072,000+0.217,U-8127,2,766.5,111.27502785
C005705,0.41631463,539,224.39358557,21-4A-035,HILL,21-4A-035,000+0.073,000+0.489,U-5705,2,269.5,112.196792785
C228395,0.04021918,8374,336.79541332,25-7-029,LEWIS AND CLARK,25-7-029,000+0.237,000+0.277,R015S192OFA,3,2791.3333333333335,112.26513777333334
C008128,0.14494796,12479,1808.80559284,32-3A-015,MISSOULA,32-3A-015,002+0.800,002+0.944,N-131,16,779.9375,113.0503495525
C001008,0.13338216,2576,343.59244416,56-4A-209,YELLOWSTONE,56-4A-209,003+0.958,004+0.091,U-1008,3,858.6666666666666,114.53081472000001
C073881,0.24870895,1851,460.36026645000004,32-3A-110,MISSOULA,32-3A-110,001+0.738,001+0.987,L-32-1869,4,462.75,115.09006661250001
C000607,0.22879255,505,115.54023775,16-3-039,GALLATIN,16-3-039,000+0.000,000+0.229,U-607,1,505.0,115.54023775
C007181,1.03246486,112,115.63606431999999,33-3-018,MUSSELSHELL,33-3-018,000+0.000,001+0.032,L-33-546,1,112.0,115.63606431999999
C228518,0.21378305,1629,348.25258845,09-2-029,CUSTER,09-2-029,000+0.000,000+0.214,R094E138OFA,3,543.0,116.08419615000001
