CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000008A,04-2-003,097+0.967,102+0.630,N-8,22,4.627,6224.25,28799.60475,,BROADWATER,,US-12,NI-NHS,4.4,1414.6022727272723,6545.36471590909
C000008A,04-2-003,102+0.630,103+0.063,N-8,6,0.46,6224.25,2863.155,,BROADWATER,,US-12,NI-NHS,1.2,5186.875,2385.9625
C000008A,04-2-003,103+0.063,105+0.209,N-8,27,2.04,6224.25,12697.47,,BROADWATER,,US-12,NI-NHS,5.4,1152.638888888889,2351.383333333333
C000008A,04-2-003,105+0.209,107+0.819,N-8,33,2.644,6224.25,16456.917,,BROADWATER,,US-12,NI-NHS,6.6,943.068181818182,2493.472272727273
C000008A,22-2-002,054+0.587,055+0.697,N-8,11,1.111,6639.75,7376.76225,,JEFFERSON,,US-12,NI-NHS,2.2,3018.0681818181815,3353.0737499999996
C000008A,22-2-002,050+0.654,054+0.587,N-8,34,3.957,6639.75,26273.490749999997,,LEWIS AND CLARK,,US-12,NI-NHS,6.8,976.4338235294118,3863.748639705882
C000008A,25-6-001,027+0.613,028+0.372,N-8,14,0.741,3295.3333333333335,2441.842,,POWELL,,US-12,NI-NHS,2.8,1176.904761904762,872.0864285714287
C000008A,25-6-001,023+0.270,027+0.613,N-8,32,4.343,3178.0,13802.054,,POWELL,,US-12,NI-NHS,6.4,496.5625,2156.5709374999997
C000008A,25-6-001,021+0.164,023+0.270,N-8,14,2.063,3178.0,6556.214000000001,,POWELL,,US-12,NI-NHS,2.8,1135.0,2341.505000000001
C000008A,25-6-002,028+0.372,033+0.589,N-8,66,5.323,3540.0,18843.42,,LEWIS AND CLARK,,US-12,NI-NHS,13.2,268.1818181818182,1427.5318181818184
C000008A,25-7B-001,046+0.404,048+0.204,N-8,37,1.832,19515.75,35752.854,,LEWIS AND CLARK,,US-12,NI-NHS,7.4,2637.2635135135133,4831.466756756757
C000008A,25-7B-002,049+0.822,050+0.249,N-8,6,0.427,10181.0,4347.287,,LEWIS AND CLARK,,US-12,NI-NHS,1.2,8484.166666666668,3622.739166666667
C000008A,25-7B-002,050+0.249,050+0.654,N-8,4,0.405,10181.0,4123.305,,LEWIS AND CLARK,,US-12,NI-NHS,0.8,12726.25,5154.13125
C000008A,25-7B-016,033+0.589,036+0.833,N-8,29,3.251,4336.0,14096.336,,LEWIS AND CLARK,,US-12,NI-NHS,5.8,747.5862068965517,2430.40275862069
C000008A,25-7B-019,048+0.204,048+0.745,N-8,23,0.541,15838.75,8568.76375,,LEWIS AND CLARK,,US-12,NI-NHS,4.6,3443.2065217391305,1862.7747282608696
C000008A,25-7B-024,048+0.745,049+0.822,N-8,33,1.045,14078.5,14712.0325,,LEWIS AND CLARK,,US-12,NI-NHS,6.6,2133.1060606060605,2229.0958333333333
C000008A,25-7C-004,036+0.833,040+0.344,N-8,79,3.565,6764.25,24114.55125,,LEWIS AND CLARK,,US-12,NI-NHS,15.8,428.1170886075949,1526.2374208860758
C000008A,25-7C-005,040+0.344,041+0.261,N-8,14,0.665,8953.75,5954.243750000001,,LEWIS AND CLARK,,US-12,NI-NHS,2.8,3197.7678571428573,2126.5156250000005
C000008A,25-7C-006,041+0.261,041+0.726,N-8,5,0.465,11629.0,5407.485000000001,,LEWIS AND CLARK,,US-12,NI-NHS,1.0,11629.0,5407.485000000001
C000008A,25-7C-007,041+0.726,041+0.987,N-8,5,0.261,18668.75,4872.54375,,LEWIS AND CLARK,,US-12,NI-NHS,1.0,18668.75,4872.54375
C000008A,25-7C-008,041+0.987,042+0.183,N-8,6,0.261,15960.25,4165.62525,,LEWIS AND CLARK,,US-12,NI-NHS,1.2,13300.208333333334,3471.3543750000003
C000008A,25-7C-009,042+0.183,042+0.618,N-8,24,0.435,16014.75,6966.41625,,LEWIS AND CLARK,,US-12,NI-NHS,4.8,3336.40625,1451.33671875
C000008A,25-7C-010,042+0.618,042+0.925,N-8,36,0.307,18421.5,5655.4005,,LEWIS AND CLARK,,US-12,NI-NHS,7.2,2558.5416666666665,785.4722916666666
C000008A,25-7C-011,042+0.925,043+0.257,N-8,46,0.447,19634.75,8776.73325,,LEWIS AND CLARK,,US-12,NI-NHS,9.2,2134.2119565217395,953.9927445652174
C000008A,25-7C-012,043+0.257,043+0.788,N-8,44,0.532,12832.0,6826.624000000001,,LEWIS AND CLARK,,US-12,NI-NHS,8.8,1458.181818181818,775.7527272727273
C000008A,25-7C-015,044+0.361,044+0.632,N-8,39,0.271,9784.75,2651.66725,,LEWIS AND CLARK,,US-12,NI-NHS,7.8,1254.4551282051282,339.9573397435897
C000008A,25-7C-017,044+0.632,044+0.895,N-8,24,0.263,11429.75,3006.02425,,LEWIS AND CLARK,,US-12,NI-NHS,4.8,2381.197916666667,626.2550520833333
C000008A,25-7C-019,044+0.895,045+0.018,N-8,10,0.117,12595.25,1473.64425,,LEWIS AND CLARK,,US-12,NI-NHS,2.0,6297.625,736.822125
C000008A,25-7C-019,045+0.018,045+0.090,N-8,13,0.072,12595.25,906.858,,LEWIS AND CLARK,,US-12,NI-NHS,2.6,4844.326923076923,348.79153846153844
C000008A,25-7C-021,045+0.173,045+0.300,N-8,6,0.127,13123.25,1666.65275,,LEWIS AND CLARK,,US-12,NI-NHS,1.2,10936.041666666668,1388.877291666667
C000008A,25-7C-021,045+0.090,045+0.173,N-8,9,0.083,13123.25,1089.22975,,LEWIS AND CLARK,,US-12,NI-NHS,1.8,7290.694444444444,605.1276388888889
C000008A,25-7C-022,045+0.300,045+0.891,N-8,48,0.591,22754.5,13447.9095,,LEWIS AND CLARK,,US-12,NI-NHS,9.6,2370.260416666667,1400.82390625
C000008A,25-7C-236,046+0.084,046+0.404,N-8,10,0.32,20752.25,6640.72,,LEWIS AND CLARK,,US-12,NI-NHS,2.0,10376.125,3320.36
C000008A,25-7C-236,045+0.891,046+0.084,N-8,8,0.122,20752.25,2531.7745,,LEWIS AND CLARK,,US-12,NI-NHS,1.6,12970.15625,1582.3590625
C000008A,39-3-006,000+0.068,003+0.819,N-8,7,3.634,2764.25,10045.2845,,POWELL,,US-12,NI-NHS,1.4,1974.4642857142856,7175.203214285714
C000008A,39-3-006,000+0.000,000+0.068,N-8,0,0.068,2764.25,187.969,,POWELL,,US-12,NI-NHS,0.0,,
C000008A,39-3-007,012+0.902,013+0.035,N-8,3,0.118,3178.25,375.0335,,POWELL,,US-12,NI-NHS,0.6,5297.083333333334,625.0558333333333
C000008A,39-3-007,003+0.819,012+0.902,N-8,76,9.076,3178.25,28845.797,,POWELL,,US-12,NI-NHS,15.2,209.0953947368421,1897.749802631579
C000008A,39-3-008,013+0.145,021+0.164,N-8,35,8.07,2905.25,23445.3675,,POWELL,,US-12,NI-NHS,7.0,415.0357142857143,3349.3382142857145
C000008A,39-3-008,013+0.035,013+0.145,N-8,3,0.11,2905.25,319.5775,,POWELL,,US-12,NI-NHS,0.6,4842.083333333334,532.6291666666667
C000008A,A-021,043+0.816,044+0.270,N-8,59,0.453,18326.75,8302.01775,,LEWIS AND CLARK,,US-12,NI-NHS,11.8,1553.1144067796608,703.5608262711864
C000008A,A-021,043+0.788,043+0.816,N-8,12,0.027,18326.75,494.82225,,LEWIS AND CLARK,,US-12,NI-NHS,2.4,7636.145833333334,206.1759375
C000008A,A-021,044+0.270,044+0.361,N-8,48,0.091,18326.75,1667.73425,,LEWIS AND CLARK,,US-12,NI-NHS,9.6,1909.0364583333337,173.72231770833335
C000008A,W-101,070+0.485,074+0.462,N-8,22,3.978,6329.5,25178.751,,BROADWATER,,US-12,NI-NHS,4.4,1438.5227272727273,5722.443409090909
C000008A,W-101,068+0.203,070+0.485,N-8,10,2.284,6329.5,14456.578,,BROADWATER,,US-12,NI-NHS,2.0,3164.75,7228.289
C000008A,W-101,059+0.877,068+0.203,N-8,53,8.3,6329.5,52534.850000000006,,BROADWATER,,US-12,NI-NHS,10.6,597.122641509434,4956.117924528303
C000008A,W-101,058+0.337,059+0.877,N-8,19,1.553,6329.5,9829.7135,,BROADWATER,,US-12,NI-NHS,3.8,1665.657894736842,2586.766710526316
C000008A,W-101,056+0.008,058+0.337,N-8,9,2.316,6329.5,14659.122,,BROADWATER,,US-12,NI-NHS,1.8,3516.3888888888887,8143.956666666666
C000008A,W-101,055+0.697,056+0.008,N-8,5,0.303,6329.5,1917.8385,,JEFFERSON,,US-12,NI-NHS,1.0,6329.5,1917.8385
