SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000050_086+0.355_087+0.211_N-50,C000050A,16-3B-001,086+0.355,087+0.211,N-50,2,0.846,20328.5,17197.911,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.4,50821.25,42994.7775
C000050_087+0.211_087+0.858_N-50,C000050A,16-3B-002,087+0.211,087+0.858,N-50,0,0.647,19037.0,12316.939,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_087+0.858_087+1.095_N-50,C000050A,16-3B-003,087+0.858,087+1.095,N-50,1,0.236,23920.25,5645.179,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,119601.25,28225.895
C000050_087+1.095_088+0.394_N-50,C000050A,16-3B-004,087+1.095,088+0.394,N-50,1,0.523,21062.5,11015.6875,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,105312.5,55078.4375
C000050_088+0.394_088+0.574_N-50,C000050A,16-3B-005,088+0.394,088+0.574,N-50,1,0.18,18683.0,3362.94,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,93415.0,16814.7
C000050_088+0.574_088+0.655_N-50,C000050A,16-3B-006,088+0.574,088+0.655,N-50,1,0.081,19487.5,1578.4875,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,97437.5,7892.437499999999
C000050_088+0.655_088+0.891_N-50,C000050A,16-3B-007,088+0.655,088+0.891,N-50,1,0.236,15998.4,3775.6224,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,79992.0,18878.111999999997
C000050_088+0.891_089+0.018_N-50,C000050A,16-3B-008,088+0.891,089+0.018,N-50,0,0.127,13934.2,1769.6434000000002,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_089+0.018_089+0.343_N-50,C000050A,16-3B-009,089+0.018,089+0.343,N-50,0,0.325,11367.6,3694.47,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_089+0.343_089+0.428_N-50,C000050A,16-3B-010,089+0.343,089+0.428,N-50,0,0.085,12135.5,1031.5175000000002,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_089+0.428_089+0.637_N-50,C000050A,16-3B-010,089+0.428,089+0.637,N-50,0,0.209,12135.5,2536.3195,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_089+0.637_090+0.189_N-50,C000050A,16-3B-012,089+0.637,090+0.189,N-50,0,0.377,11208.75,4225.6987500000005,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_090+0.189_090+0.294_N-50,C000050A,16-3B-012,090+0.189,090+0.294,N-50,0,0.104,11208.75,1165.71,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_090+0.294_090+0.448_N-50,C000050A,16-3B-099,090+0.294,090+0.448,N-50,1,0.155,9020.25,1398.13875,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,45101.25,6990.69375
C000050_090+0.454_090+0.645_N-50,C000050A,16-3B-099,090+0.454,090+0.645,N-50,0,0.191,9094.0,1736.954,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_090+0.448_090+0.454_N-50,C000050A,16-3B-099,090+0.448,090+0.454,N-50,0,0.005,9020.25,45.10125,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_028+0.309_044+0.374_N-50,C000050A,16-4-001,028+0.309,044+0.374,N-50,102,16.05,2137.0,34298.85,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,20.4,104.75490196078432,1681.3161764705883
C000050_044+0.374_047+0.954_N-50,C000050A,16-4-002,044+0.374,047+0.954,N-50,34,3.554,7458.0,26505.732,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,6.8,1096.764705882353,3897.901764705882
C000050_020+0.510_028+0.309_N-50,C000050A,16-5-005,020+0.510,028+0.309,N-50,0,7.845,2406.75,18880.95375,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_016+0.231_020+0.510_N-50,C000050A,16-5-005,016+0.231,020+0.510,N-50,0,4.278,2543.0,10878.954,,OUT OF STATE,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_015+0.069_016+0.231_N-50,C000050A,16-5-005,015+0.069,016+0.231,N-50,0,1.137,2543.0,2891.391,,OUT OF STATE,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_015+0.031_015+0.069_N-50,C000050A,16-5-005,015+0.031,015+0.069,N-50,0,0.038,2543.0,96.634,,OUT OF STATE,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.0,,
C000050_008+0.376_015+0.031_N-50,C000050A,16-5-005,008+0.376,015+0.031,N-50,19,6.539,2406.75,15737.73825,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,3.8,633.3552631578948,4141.510065789474
C000050_000+0.000_000+0.120_N-50,C000050A,16-5-006,000+0.000,000+0.120,N-50,10,0.12,5452.2,654.264,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,2.0,2726.1,327.132
C000050_000+0.120_000+0.362_N-50,C000050A,16-5-007,000+0.120,000+0.362,N-50,14,0.241,6553.2,1579.3212,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,2.8,2340.4285714285716,564.0432857142857
C000050_000+0.536_000+0.669_N-50,C000050A,16-5-008,000+0.536,000+0.669,N-50,1,0.134,4196.0,562.264,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,0.2,20980.0,2811.3199999999997
C000050_000+0.362_000+0.536_N-50,C000050A,16-5-008,000+0.362,000+0.536,N-50,9,0.174,4196.0,730.1039999999999,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,1.8,2331.111111111111,405.6133333333333
C000050_000+0.669_004+0.869_N-50,C000050A,16-5-009,000+0.669,004+0.869,N-50,15,4.561,3870.25,17652.21025,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,3.0,1290.0833333333333,5884.070083333333
C000050_004+0.869_008+0.376_N-50,C000050A,A-019,004+0.869,008+0.376,N-50,23,3.485,3067.5,10690.2375,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,4.6,666.8478260869566,2323.9646739130435
C000050_047+0.954_068+0.641_N-50,C000050A,A-043,047+0.954,068+0.641,N-50,321,20.708,8158.75,168951.395,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,64.2,127.08333333333331,2631.6416666666664
C000050_068+0.641_075+0.768_N-50,C000050A,W-107,068+0.641,075+0.768,N-50,173,7.088,9804.0,69490.75200000001,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,34.6,283.35260115606934,2008.4032369942197
