SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000037_017+0.355_018+0.376_N-37,C000037A,02-5-002,017+0.355,018+0.376,N-37,0,1.022,2417.0,2470.174,,BIG HORN,,US-212,NI-NHS,0.0,,
C000037_018+0.376_021+0.290_N-37,C000037A,02-5-002,018+0.376,021+0.290,N-37,0,2.91,2417.0,7033.47,,BIG HORN,,US-212,NI-NHS,0.0,,
C000037_023+0.594_036+0.990_N-37,C000037A,02-5-003,023+0.594,036+0.990,N-37,25,13.31,2584.0,34393.04,,BIG HORN,,US-212,NI-NHS,5.0,516.8,6878.608
C000037_064+0.329_066+0.214_N-37,C000037A,38-1-001,064+0.329,066+0.214,N-37,2,1.879,2270.25,4265.79975,,POWDER RIVER,,US-212,NI-NHS,0.4,5675.625,10664.499375
C000037_062+0.701_064+0.329_N-37,C000037A,38-1-001,062+0.701,064+0.329,N-37,1,1.613,2270.25,3661.91325,,ROSEBUD,,US-212,NI-NHS,0.2,11351.25,18309.56625
C000037_066+0.214_067+0.584_N-37,C000037A,38-1-002,066+0.214,067+0.584,N-37,5,1.362,2153.75,2933.4075000000003,,POWDER RIVER,,US-212,NI-NHS,1.0,2153.75,2933.4075000000003
C000037_084+0.856_094+0.021_N-37,C000037A,38-1-003,084+0.856,094+0.021,N-37,12,9.188,2052.25,18856.073,,POWDER RIVER,,US-212,NI-NHS,2.4,855.1041666666667,7856.697083333333
C000037_094+0.021_103+0.522_N-37,C000037A,38-2-006,094+0.021,103+0.522,N-37,12,9.465,2036.6666666666667,19277.05,,POWDER RIVER,,US-212,NI-NHS,2.4,848.6111111111112,8032.104166666667
C000037_042+0.366_046+0.347_N-37,C000037A,44-8-010,042+0.366,046+0.347,N-37,12,3.996,2835.0,11328.66,,ROSEBUD,,US-212,NI-NHS,2.4,1181.25,4720.275000000001
C000037_046+0.347_050+0.697_N-37,C000037A,44-8-010,046+0.347,050+0.697,N-37,6,4.309,2636.75,11361.75575,,ROSEBUD,,US-212,NI-NHS,1.2,2197.291666666667,9468.129791666668
C000037_050+0.697_053+0.379_N-37,C000037A,44-8-011,050+0.697,053+0.379,N-37,16,2.686,2078.0,5581.508,,ROSEBUD,,US-212,NI-NHS,3.2,649.375,1744.2212499999998
C000037_053+0.379_060+0.880_N-37,C000037A,44-8-011,053+0.379,060+0.880,N-37,19,7.521,2078.0,15628.638,,ROSEBUD,,US-212,NI-NHS,3.8,546.8421052631579,4112.79947368421
C000037_060+0.880_061+0.061_N-37,C000037A,44-8-011,060+0.880,061+0.061,N-37,3,0.179,2078.0,371.962,,ROSEBUD,,US-212,NI-NHS,0.6,3463.3333333333335,619.9366666666667
C000037_061+0.061_062+0.071_N-37,C000037A,44-8-011,061+0.061,062+0.071,N-37,6,0.998,2078.0,2073.844,,ROSEBUD,,US-212,NI-NHS,1.2,1731.6666666666667,1728.2033333333334
C000037_062+0.071_062+0.701_N-37,C000037A,44-8-011,062+0.071,062+0.701,N-37,4,0.63,2078.0,1309.14,,ROSEBUD,,US-212,NI-NHS,0.8,2597.5,1636.425
C000037_041+0.913_042+0.100_N-37,C000037A,44-8-013,041+0.913,042+0.100,N-37,3,0.187,3850.0,719.95,,ROSEBUD,,US-212,NI-NHS,0.6,6416.666666666667,1199.9166666666667
C000037_040+0.684_041+0.221_N-37,C000037A,44-8-013,040+0.684,041+0.221,N-37,1,0.537,3874.5,2080.6065000000003,,ROSEBUD,,US-212,NI-NHS,0.2,19372.5,10403.0325
C000037_038+0.666_039+0.516_N-37,C000037A,44-8-013,038+0.666,039+0.516,N-37,5,0.865,3874.5,3351.4425,,ROSEBUD,,US-212,NI-NHS,1.0,3874.5,3351.4425
C000037_036+0.990_038+0.666_N-37,C000037A,44-8-013,036+0.990,038+0.666,N-37,3,1.71,3874.5,6625.3949999999995,,BIG HORN,,US-212,NI-NHS,0.6,6457.5,11042.325
C000037_041+0.221_041+0.913_N-37,C000037A,44-8-013,041+0.221,041+0.913,N-37,3,0.692,3850.0,2664.2,,ROSEBUD,,US-212,NI-NHS,0.6,6416.666666666667,4440.333333333333
C000037_039+0.516_040+0.684_N-37,C000037A,44-8-013,039+0.516,040+0.684,N-37,4,1.117,3874.5,4327.8165,,ROSEBUD,,US-212,NI-NHS,0.8,4843.125,5409.770624999999
C000037_042+0.100_042+0.366_N-37,C000037A,44-8-016,042+0.100,042+0.366,N-37,4,0.266,3515.0,934.99,,ROSEBUD,,US-212,NI-NHS,0.8,4393.75,1168.7375
C000037_067+0.584_084+0.856_N-37,C000037A,A-063,067+0.584,084+0.856,N-37,31,17.253,1452.25,25055.66925,,POWDER RIVER,,US-212,NI-NHS,6.2,234.23387096774192,4041.236975806451
