SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000094_211+0.831_213+0.087_I-94,C000094A,11-5A-003,211+0.831,213+0.087,I-94,10,1.251,6454.75,8074.892249999999,,DAWSON,,I-94,Interstate,2.0,3227.375,4037.446124999999
C000094_213+0.087_215+0.118_I-94,C000094A,11-5A-004,213+0.087,215+0.118,I-94,19,2.036,5962.0,12138.632,,DAWSON,,I-94,Interstate,3.8,1568.9473684210527,3194.376842105263
C000094_215+0.118_224+0.004_I-94,C000094A,11-5A-005,215+0.118,224+0.004,I-94,39,8.878,4218.0,37447.404,,DAWSON,,I-94,Interstate,7.8,540.7692307692308,4800.949230769231
C000094_168+0.691_176+0.239_I-94,C000094A,40-2-001,168+0.691,176+0.239,I-94,21,7.518,4234.25,31833.0915,,PRAIRIE,,I-94,Interstate,4.2,1008.1547619047618,7579.307499999999
C000094_163+0.367_168+0.691_I-94,C000094A,40-2-001,163+0.367,168+0.691,I-94,11,5.344,4234.25,22627.832,,PRAIRIE,,I-94,Interstate,2.2,1924.6590909090908,10285.37818181818
C000094_159+0.252_163+0.367_I-94,C000094A,40-2-001,159+0.252,163+0.367,I-94,17,4.005,4274.0,17117.37,,CUSTER,,I-94,Interstate,3.4,1257.0588235294117,5034.520588235294
C000094_176+0.239_185+0.253_I-94,C000094A,40-2-002,176+0.239,185+0.253,I-94,55,9.021,3878.0,34983.438,,PRAIRIE,,I-94,Interstate,11.0,352.54545454545456,3180.3125454545457
C000094_191+0.250_192+0.385_I-94,C000094A,40-2-003,191+0.250,192+0.385,I-94,7,1.123,4274.75,4800.54425,,DAWSON,,I-94,Interstate,1.4,3053.3928571428573,3428.9601785714285
C000094_185+0.253_191+0.250_I-94,C000094A,40-2-003,185+0.253,191+0.250,I-94,45,5.996,4438.0,26610.248000000003,,PRAIRIE,,I-94,Interstate,9.0,493.1111111111111,2956.6942222222224
C000094_082+0.004_087+0.382_I-94,C000094A,44-5-001,082+0.004,087+0.382,I-94,31,5.375,4332.75,23288.53125,,ROSEBUD,,I-94,Interstate,6.2,698.8306451612902,3756.214717741936
C000094_071+0.797_078+0.309_I-94,C000094A,44-5-001,071+0.797,078+0.309,I-94,41,6.51,4188.0,27263.879999999997,,TREASURE,,I-94,Interstate,8.2,510.7317073170732,3324.8634146341465
C000094_078+0.309_082+0.004_I-94,C000094A,44-5-001,078+0.309,082+0.004,I-94,27,3.694,4332.75,16005.1785,,ROSEBUD,,I-94,Interstate,5.4,802.3611111111111,2963.9219444444443
C000094_087+0.382_093+0.407_I-94,C000094A,44-5-002,087+0.382,093+0.407,I-94,49,6.033,4331.0,26128.923000000003,,ROSEBUD,,I-94,Interstate,9.8,441.938775510204,2666.2166326530614
C000094_094+1.002_103+0.655_I-94,C000094A,44-5-003,094+1.002,103+0.655,I-94,56,8.719,5498.0,47937.062,,ROSEBUD,,I-94,Interstate,11.2,490.8928571428572,4280.094821428572
C000094_093+0.407_094+1.002_I-94,C000094A,44-5-010,093+0.407,094+1.002,I-94,10,1.593,4170.0,6642.8099999999995,,ROSEBUD,,I-94,Interstate,2.0,2085.0,3321.4049999999997
C000094_120+0.156_126+0.066_I-94,C000094A,44-6-001,120+0.156,126+0.066,I-94,30,5.925,5072.5,30054.5625,,CUSTER,,I-94,Interstate,6.0,845.4166666666666,5009.09375
C000094_117+0.497_120+0.156_I-94,C000094A,44-6-001,117+0.497,120+0.156,I-94,33,2.644,5072.5,13411.69,,ROSEBUD,,I-94,Interstate,6.6,768.5606060606061,2032.0742424242424
C000094_106+0.564_117+0.497_I-94,C000094A,44-6-001,106+0.564,117+0.497,I-94,102,11.002,5072.5,55807.645,,ROSEBUD,,I-94,Interstate,20.4,248.65196078431373,2735.66887254902
C000094_103+0.655_106+0.564_I-94,C000094A,44-6-001,103+0.655,106+0.564,I-94,12,2.909,5272.0,15336.248,,ROSEBUD,,I-94,Interstate,2.4,2196.666666666667,6390.1033333333335
C000094_067+0.742_071+0.797_I-94,C000094A,52-1-001,067+0.742,071+0.797,I-94,26,4.089,5042.0,20616.738,,TREASURE,,I-94,Interstate,5.2,969.6153846153844,3964.757307692308
C000094_049+0.320_052+0.151_I-94,C000094A,52-2-001,049+0.320,052+0.151,I-94,11,2.398,5226.0,12531.948,,YELLOWSTONE,,I-94,Interstate,2.2,2375.454545454545,5696.339999999999
C000094_052+0.151_052+0.850_I-94,C000094A,52-2-001,052+0.151,052+0.850,I-94,8,0.7,5011.75,3508.225,,YELLOWSTONE,,I-94,Interstate,1.6,3132.34375,2192.640625
C000094_062+0.943_067+0.742_I-94,C000094A,52-2-002,062+0.943,067+0.742,I-94,36,4.806,4962.5,23849.775,,TREASURE,,I-94,Interstate,7.2,689.2361111111111,3312.46875
C000094_052+0.850_062+0.943_I-94,C000094A,52-2-002,052+0.850,062+0.943,I-94,60,10.13,5174.0,52412.62,,TREASURE,,I-94,Interstate,12.0,431.1666666666667,4367.718333333333
C000094_236+0.016_241+0.616_I-94,C000094A,55-1-001,236+0.016,241+0.616,I-94,22,5.666,3873.0,21944.418,,WIBAUX,,I-94,Interstate,4.4,880.2272727272726,4987.367727272727
C000094_241+0.616_242+0.731_I-94,C000094A,55-1-008,241+0.616,242+0.731,I-94,11,1.148,3260.0,3742.48,,WIBAUX,,I-94,Interstate,2.2,1481.8181818181818,1701.1272727272724
C000094_005+0.882_014+0.613_I-94,C000094A,56-2-013,005+0.882,014+0.613,I-94,81,8.683,6089.0,52870.787,,YELLOWSTONE,,I-94,Interstate,16.2,375.8641975308642,3263.628827160494
C000094_014+0.613_023+0.060_I-94,C000094A,56-3-001,014+0.613,023+0.060,I-94,42,8.438,5221.0,44054.798,,YELLOWSTONE,,I-94,Interstate,8.4,621.547619047619,5244.618809523809
C000094_035+0.800_046+0.926_I-94,C000094A,56-3-002,035+0.800,046+0.926,I-94,93,11.167,4583.0,51178.361,,YELLOWSTONE,,I-94,Interstate,18.6,246.39784946236557,2751.524784946236
C000094_023+0.060_035+0.800_I-94,C000094A,56-3-002,023+0.060,035+0.800,I-94,78,12.775,4509.0,57602.475,,YELLOWSTONE,,I-94,Interstate,15.6,289.03846153846155,3692.466346153846
C000094_046+0.926_049+0.320_I-94,C000094A,56-3-003,046+0.926,049+0.320,I-94,9,2.391,4811.0,11503.101,,YELLOWSTONE,,I-94,Interstate,1.8,2672.777777777778,6390.611666666667
C000094_000+0.000_005+0.882_I-94,C000094A,56-4A-008,000+0.000,005+0.882,I-94,107,5.824,8978.0,52287.872,,YELLOWSTONE,,I-94,Interstate,21.4,419.53271028037386,2443.358504672897
C000094_128+0.851_135+0.241_I-94,C000094A,A-031,128+0.851,135+0.241,I-94,50,6.421,4704.0,30204.384,,CUSTER,,I-94,Interstate,10.0,470.4,3020.4384
C000094_126+0.066_128+0.851_I-94,C000094A,A-031,126+0.066,128+0.851,I-94,10,2.793,4724.0,13194.132,,CUSTER,,I-94,Interstate,2.0,2362.0,6597.066000000001
C000094_192+0.385_198+0.366_I-94,C000094A,W-103,192+0.385,198+0.366,I-94,36,5.981,4317.0,25819.977,,DAWSON,,I-94,Interstate,7.2,599.5833333333334,3586.1079166666664
C000094_198+0.366_204+0.024_I-94,C000094A,W-103,198+0.366,204+0.024,I-94,37,5.664,4185.5,23706.672,,DAWSON,,I-94,Interstate,7.4,565.6081081081081,3203.604324324324
C000094_242+0.731_248+0.527_I-94,C000094A,W-131,242+0.731,248+0.527,I-94,13,5.75,3529.25,20293.1875,,WIBAUX,,I-94,Interstate,2.6,1357.4038461538462,7805.072115384615
C000094_248+0.527_250+0.172_I-94,C000094A,W-131,248+0.527,250+0.172,I-94,7,1.635,3511.3333333333335,5741.030000000001,,WIBAUX,,I-94,Interstate,1.4,2508.0952380952385,4100.735714285715
