OBJECTID,ROUTE ID,BEGIN MILE,END MILE,BEGIN REFERENCE POINT,END REFERENCE POINT,DEPARTMENTAL ROUTE,ROUTE NAME,SIGNED ROUTE,SYSTEM,FUNCTIONAL CLASS,ROUTE CATEGORY,STATE MAINTAINED,MAINTENANCE SECTION,STATE RESPONSIBLE,SURFACE TYPE,SURFACE WIDTH,THROUGH LANES,SPEED LIMIT,DIVIDED,ONE WAY,COINCIDENT,SEASONAL,CITY,URBAN AREA,MPO,RESERVATION,NATIONAL PARK,COUNTY,MAINTENANCE DIVISION,FINANCIAL DISTRICT,ADMINISTRATIVE DISTRICT,JUNCTION DESCRIPTION,DESCRIPTION,RECORD LENGTH (MI),CENTERLINE MILEAGE,Shape__Length
9593,C000463A,1.2428,1.6042,001+0.2459,001+0.6073,S-463A,HARDING AVE,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,0.3614,0.3614,825.75463101725
9594,C000463A,1.6042,1.6481,001+0.6073,001+0.6511,S-463A,HARDING AVE,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,25,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,0.0438999999999998,0.0438999999999998,100.132425183006
9595,C000463A,1.6481,1.663,001+0.6511,001+0.6660,S-463A,HARDING AVE,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,35,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,BEGIN 35 MPH SPEED LIMIT,0.0149000000000001,0.0149000000000001,34.1502110465361
9596,C000463A,1.663,1.6731,001+0.6660,001+0.6761,S-463A,LODGE GRASS CREEK RD,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,35,,,,,Lodge Grass,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,LV HARDING AVE/ENT LODGE GRASS CREEK RD,0.0101,0.0101,22.9763170985408
9597,C000463A,1.6731,1.7974,001+0.6761,001+0.8005,S-463A,LODGE GRASS CREEK RD,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,35,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,LV LODGE GRASS CITY LIMITS,0.1243,0.1243,284.006171016448
9598,C000463A,1.7974,6.0372,001+0.8005,006+0.0828,S-463A,LODGE GRASS CREEK RD,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,BEGIN 70 MPH SPEED LIMIT,4.2398,4.2398,9686.77962569986
9599,C000463A,6.0372,13.1735,006+0.0828,013+0.2985,S-463A,LODGE GRASS CREEK RD,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,24,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,7.1363,7.1363,16306.2891329476
9600,C000463A,13.1735,14.2069,013+0.2985,014+0.3439,S-463A,LODGE GRASS CREEK RD,S-463,Secondary,5-Major Collector,Road,Yes,5101,Yes,Asphalt,30,2,70,,,,,,,,Crow Reservation,,BIG HORN,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,1.0334,1.0334,2360.92814552439
9602,C000464A,0,0.3437,000+0.0000,000+0.3437,S-464A,NE BOUNDARY ST,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,48,4,40,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,JCT N-1 IN BROWNING,ENT S-464A/ENT S-464/,0.3437,0.3437,836.616431961169
9603,C000464A,0.3437,0.389,000+0.3437,000+0.3890,S-464A,NE BOUNDARY ST,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,48,4,40,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.0453,0.0453,110.372191565506
9604,C000464A,0.389,0.7852,000+0.3890,000+0.7852,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,48,4,40,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,LV NE BOUNDARY ST/ENT DUCK LAKE RD,0.3962,0.3962,964.653850556135
9605,C000464A,0.7852,1.2974,000+0.7852,001+0.2997,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,48,4,40,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.5122,0.5122,1247.12508011966
9606,C000464A,1.2974,1.3487,001+0.2997,001+0.3510,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,32,2,40,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 2 LANES/SURFACE WIDTH CHANGE/AADT CHANGE,0.0512999999999999,0.0512999999999999,124.994382814249
9607,C000464A,1.3487,1.5773,001+0.3510,001+0.5796,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,32,2,50,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 50 MPH SPEED LIMIT,0.2286,0.2286,556.512511135556
9608,C000464A,1.5773,2.0254,001+0.5796,002+0.0299,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,32,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 70 MPH SPEED LIMIT,0.4481,0.4481,1091.24888890509
9609,C000464A,2.0254,10.3084,002+0.0299,010+0.3217,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,29,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,8.283,8.283,20177.4180770695
9610,C000464A,10.3084,12.8513,010+0.3217,012+0.8720,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,29,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,2.5429,2.5429,6192.77327801796
9611,C000464A,12.8513,12.887,012+0.8720,012+0.9076,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3209,Yes,Asphalt,30,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.0357000000000003,0.0357000000000003,86.9907965562359
9612,C000464A,12.887,18.6962,012+0.9076,018+0.7270,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3210,Yes,Asphalt,30,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,LV MAINT SECT 3209/ENT MAINT SECT 3210,5.8092,5.8092,14167.7433282314
9613,C000464A,18.6962,18.7479,018+0.7270,018+0.7786,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3210,Yes,Asphalt,31,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.0517000000000003,0.0517000000000003,126.189867472606
9614,C000464A,18.7479,23.9565,018+0.7786,023+1.0019,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3210,Yes,Asphalt,31,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,5.2086,5.2086,12723.8439091978
9615,C000464A,23.9565,31.097,023+1.0019,031+0.1416,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3210,Yes,Asphalt,24,2,70,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE/AADT CHANGE,7.1405,7.1405,17424.2871685425
9616,C000464A,31.097,33.6424,031+0.1416,033+0.6740,S-464A,DUCK LAKE RD,S-464,Secondary,5-Major Collector,Road,Yes,3210,Yes,Asphalt,24,2,55,,,,,,,,Blackfeet Reservation,,GLACIER,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 55 MPH SPEED LIMIT,2.5454,2.5454,6202.78030223708
9618,C000466A,0,2.161,000+0.0000,002+0.1370,S-466A,FISH HATCHERY RD,S-466,Secondary,5-Major Collector,Road,Yes,5301,Yes,Asphalt,24,2,55,,,,,,,,,,FERGUS,LEWISTOWN,BILLINGS,BILLINGS,JCT S-238,ENT S-466A/ENT S-466/,2.161,2.161,5098.15394128337
9620,C000467A,0,2.9958,000+0.0000,003+0.0050,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,MCCONE,WOLF POINT,GLENDIVE,GLENDIVE,JCT N-57 S OF CIRCLE,ENT S-467A/ENT S-467/,2.9958,2.9958,7130.75307551386
9621,C000467A,2.9958,6.6382,003+0.0050,006+0.6558,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,MCCONE,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,3.6424,3.6424,8657.64779582241
9622,C000467A,6.6382,13.4546,006+0.6558,013+0.4923,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,MCCONE,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,6.8164,6.8164,16173.9908367883
9623,C000467A,13.4546,15.1534,013+0.4923,015+0.1974,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,20,2,,,,,,,,,,,MCCONE,WOLF POINT,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,1.6988,1.6988,4020.18128792519
9624,C000467A,15.1534,20.3593,015+0.1974,020+0.4166,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,20,2,,,,,,,,,,,MCCONE,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,5.2059,5.2059,12313.3037787836
9625,C000467A,20.3593,22.1741,020+0.4166,022+0.2373,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,20,2,,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,LV MCCONE CO/ENT DAWSON CO/ENT MILES CITY MAINT DIV,1.8148,1.8148,4293.12416830792
9626,C000467A,22.1741,25.363,022+0.2373,025+0.4351,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,3.1889,3.1889,7544.08633109637
9627,C000467A,25.363,31.7058,025+0.4351,031+0.7961,S-467A,,S-467,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,6.3428,6.3428,15006.2583292975
9629,C000470A,0,3.3211,000+0.0000,003+0.3217,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,28,2,25,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,JCT N-57,ENT S-470A/ENT S-470/,3.3211,3.3211,7883.57559727212
9630,C000470A,3.3211,7.3757,003+0.3217,007+0.3773,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,24,2,25,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,4.0546,4.0546,9633.54193162323
9631,C000470A,7.3757,18.045,007+0.3773,018+0.0486,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,25,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE/AADT CHANGE,10.6693,10.6693,25336.2384678453
9632,C000470A,18.045,20.0387,018+0.0486,020+0.0431,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,25,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,1.9937,1.9937,4746.96814736378
9633,C000470A,20.0387,22.7909,020+0.0431,022+0.7958,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,25,,,,,,,,,,DAWSON,WOLF POINT,GLENDIVE,GLENDIVE,,ENT WOLF POINT MAINT DIV,2.7522,2.7522,6534.721822426
9634,C000470A,22.7909,23.2391,022+0.7958,023+0.2445,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,25,,,,,,,,,,DAWSON,MILES CITY,GLENDIVE,GLENDIVE,,ENT MILES CITY MAINT DIV,0.4482,0.4482,1063.70816196491
9635,C000470A,23.2391,23.8528,023+0.2445,023+0.8581,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,25,,,,,,,,,,DAWSON,WOLF POINT,GLENDIVE,GLENDIVE,,ENT WOLF POINT MAINT DIV,0.613699999999998,0.613699999999998,1457.07462488206
9636,C000470A,23.8528,24.0343,023+0.8581,024+0.0400,S-470A,,S-470,Secondary,5-Major Collector,Road,,,,Unpaved,18,2,15,,,,,,,,,,DAWSON,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 15 MPH SPEED LIMIT,0.181500000000003,0.181500000000003,431.291254628036
9638,C000471A,0,0.4998,000+0.0000,000+0.4998,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,28,2,50,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,JCT P-6 W OF THOMPSON FALLS,ENT S-471A/ENT S-471/,0.4998,0.4998,1194.09972301021
9639,C000471A,0.4998,1.498,000+0.4998,001+0.4963,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,28,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,BEGIN 60 MPH SPEED LIMIT,0.9982,0.9982,2381.60861816411
9640,C000471A,1.498,3.0345,001+0.4963,003+0.0337,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,28,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,1.5365,1.5365,3657.76008661624
9641,C000471A,3.0345,9.9799,003+0.0337,009+0.9780,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,28,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,6.9454,6.9454,16540.4865326887
9642,C000471A,9.9799,10.8614,009+0.9780,010+0.8711,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.881499999999999,0.881499999999999,2099.75567727981
9643,C000471A,10.8614,14.1418,010+0.8711,014+0.1528,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,3.2804,3.2804,7809.82488158571
9644,C000471A,14.1418,16.0034,014+0.1528,016+0.0081,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,60,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,1.8616,1.8616,4438.75403425617
9645,C000471A,16.0034,18.6997,016+0.0081,018+0.7091,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,60,,,,Yes,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,BEGIN SEASONAL ROADWAY,2.6963,2.6963,6420.58653679706
9646,C000471A,18.6997,22.0786,018+0.7091,022+0.0622,S-471A,PROSPECT CREEK RD,S-471,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,60,,,,Yes,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,3.3789,3.3789,8029.94806800519
9648,C000472A,0,1.2357,000+0.0000,001+0.2357,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,55,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,JCT P-6 NW OF THOMPSON FALLS,ENT S-472A/ENT S-472/,1.2357,1.2357,2949.98075191615
9649,C000472A,1.2357,7.2724,001+0.2357,007+0.2699,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,6.0367,6.0367,14437.0455340611
9650,C000472A,7.2724,7.9963,007+0.2699,008+0.0844,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,24,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,0.7239,0.7239,1732.65901212759
9651,C000472A,7.9963,10.2248,008+0.0844,010+0.4003,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,Yes,1118,Yes,Asphalt,20,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,2.2285,2.2285,5315.2169184621
9652,C000472A,10.2248,10.3209,010+0.4003,010+0.4964,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,,,,Asphalt,20,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,LV MAINT SECT 1118,0.0960999999999999,0.0960999999999999,230.16721631286
9653,C000472A,10.3209,19.2154,010+0.4964,019+0.4234,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,8.8945,8.8945,21294.8276169949
9654,C000472A,19.2154,21.6709,019+0.4234,021+0.7953,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,45,,,,,,,,,,SANDERS,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,2.4555,2.4555,5876.47155425999
9655,C000472A,21.6709,23.3612,021+0.7953,023+0.4857,S-472A,BLUE SLIDE RD,S-472,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,45,,,,,,,,,,SANDERS,KALISPELL,MISSOULA,MISSOULA,,ENT KALISPELL MAINT DIV,1.6903,1.6903,4048.7395830592
9657,C000473A,0,0.1151,000+0.0000,000+0.1151,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,30,2,55,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,JCT N-7 N OF CONNER,ENT S-473A/ENT S-473/,0.1151,0.1151,266.92674892019
9658,C000473A,0.1151,3.1086,000+0.1151,003+0.0887,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,2.9935,2.9935,6939.65207998008
9659,C000473A,3.1086,5.508,003+0.0887,005+0.4836,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,2.3994,2.3994,5551.08885933636
9660,C000473A,5.508,6.2747,005+0.4836,006+0.2526,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,35,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,BEGIN 35 MPH SPEED LIMIT,0.7667,0.7667,1775.32849464439
9661,C000473A,6.2747,6.5007,006+0.2526,006+0.4787,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,45,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.226,0.226,523.057391617372
9662,C000473A,6.5007,13.3528,006+0.4787,013+0.3224,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,BEGIN 55 MPH SPEED LIMIT,6.8521,6.8521,15841.0656051974
9663,C000473A,13.3528,14.3946,013+0.3224,014+0.3697,S-473A,W FORK RD,S-473,Secondary,5-Major Collector,Road,,,,Asphalt,24,2,55,,,,,,,,,,RAVALLI,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,1.0418,1.0418,2405.98950028258
9670,C000474A,0,2.9033,000+0.0000,003+0.1240,S-474A,,S-474,Secondary,5-Major Collector,Road,Yes,1111,Yes,Asphalt,26,2,55,,,,,,,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,JCT S-263 S OF FRENCHTOWN,ENT S-474A/ENT S-474/,2.9033,2.9033,6839.2275309847
9671,C000474A,2.9033,3.3907,003+0.1240,003+0.6114,U-8135A,,S-474,Urban,5-Major Collector,Road,Yes,1111,Yes,Asphalt,26,2,55,,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT U-8135A/ENT MISSOULA URBAN AREA/AADT CHANGE,0.4874,0.4874,1148.46069938344
9672,C000474A,3.3907,3.5076,003+0.6114,003+0.7282,U-8135A,,S-474,Urban,5-Major Collector,Road,Yes,1111,Yes,Asphalt,26,2,55,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,BEGIN DIVIDED ROADWAY,0.1169,0.1169,275.383406402723
9673,C000474A,3.5076,3.6537,003+0.7282,003+0.8744,U-8135A,,S-474,Urban,5-Major Collector,Road,Yes,1111,Yes,Asphalt,24,2,55,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.1461,0.1461,344.088629934639
9674,C000474A,3.6537,3.6573,003+0.8744,003+0.8780,U-8135A,,S-474,Urban,5-Major Collector,Road,Yes,1111,Yes,Asphalt,24,2,45,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.00360000000000005,0.00360000000000005,8.37798550019711
9675,C000474A,3.6573,3.7936,003+0.8780,003+1.0143,N-474A,,S-474,NI-NHS,3-Principal Arterial - Other,Road,Yes,1111,Yes,Asphalt,24,2,45,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,JCT N-132 (OLD HWY 10),ENT N-474A/AADT CHANGE/FUNCTIONAL CLASS CHANGE/JCT N-132 (OLD HWY 10),0.1363,0.1363,321.938358974709
9676,C000474A,3.7936,3.8611,003+1.0143,003+1.0818,N-474A,,S-474,NI-NHS,3-Principal Arterial - Other,Road,Yes,1111,Yes,Asphalt,24,2,45,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,JCT I-90 ON RAMP DESMET INTERCHANGE,JCT I-90 ON RAMP DESMET INTERCHANGE,0.0674999999999999,0.0674999999999999,159.169724761935
9679,C000474D,3.3907,3.6478,003+0.3907,003+0.6478,U-8135D,,,Urban,5-Major Collector,Road,,,,,,,,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT U-8135D/ENT MISSOULA CO/ENT MISSOULA URBAN AREA/ENT MISSOULA MPO PLANNING AREA/BEGIN DIVIDED ROADWAY/ENT MISSOULA MAINT DIV/ENT MISSOULA FINANCIAL DIST/ENT MISSOULA ADMINISTRATIVE DIST,0.2571,0,605.498170763568
9680,C000474D,3.6478,3.8513,003+0.6478,003+0.8513,N-474D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,JCT N-132 (OLD HWY 10),ENT N-474D/FUNCTIONAL CLASS CHANGE/JCT N-132 (OLD HWY 10),0.2035,0,480.498165616798
9682,C000478A,0,2.0394,000+0.0000,002+0.0431,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Unpaved,16,2,40,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,JCT P-45 N OF BIG TIMBER,ENT S-478A/ENT S-478/,2.0394,2.0394,4705.33664358094
9683,C000478A,2.0394,2.0454,002+0.0431,002+0.0491,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,40,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,,BEGIN ASPHALT SURFACE/SURFACE WIDTH CHANGE,0.00599999999999978,0.00599999999999978,13.8223411493789
9684,C000478A,2.0454,5.2254,002+0.0491,005+0.2315,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,50,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,,BEGIN 50 MPH SPEED LIMIT/AADT CHANGE,3.18,3.18,7345.89238137341
9685,C000478A,5.2254,5.2637,005+0.2315,005+0.2698,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Asphalt,22,2,45,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,,BEGIN 45 MPH SPEED LIMIT,0.0383000000000004,0.0383000000000004,88.0972796956402
9686,C000478A,5.2637,12.7148,005+0.2698,012+0.7291,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Unpaved,22,2,45,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,,BEGIN UNPAVED SURFACE,7.4511,7.4511,17203.3908889629
9687,C000478A,12.7148,22.0026,012+0.7291,022+0.0308,S-478A,RAPELJE RD,S-478,Secondary,5-Major Collector,Road,,,,Unpaved,22,2,45,,,,,,,,,,SWEET GRASS,BILLINGS,BILLINGS,BILLINGS,,AADT CHANGE,9.2878,9.2878,21472.1933571462
9689,C000480A,0,0.8169,000+0.0000,000+0.8169,S-480A,,S-480,Secondary,5-Major Collector,Road,Yes,4202,Yes,Asphalt,24,2,70,,,,,,,,Fort Peck Reservation,,ROOSEVELT,WOLF POINT,GLENDIVE,GLENDIVE,JCT N-1 FT PECK IR,ENT S-480A/ENT S-480/,0.8169,0.8169,1971.29697201295
9690,C000480A,0.8169,3.0826,000+0.8169,003+0.0816,S-480A,,S-480,Secondary,5-Major Collector,Road,Yes,4202,Yes,Asphalt,24,2,70,,,,,,,,Fort Peck Reservation,,ROOSEVELT,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,2.2657,2.2657,5460.88379642441
